      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.179   0.220   0.179   0.220
    41.75    60.75    1981   0.127   0.193   0.129   0.197
    41.75    60.75    1982   0.213   0.255   0.222   0.263
    41.75    60.75    1983   0.177   0.233   0.177   0.233
    41.75    60.75    1984   0.144   0.213   0.144   0.213
    41.75    60.75    1985   0.191   0.250   0.191   0.250
    41.75    60.75    1986   0.173   0.224   0.174   0.224
    41.75    60.75    1987   0.169   0.219   0.169   0.219
    41.75    60.75    1988   0.150   0.199   0.150   0.199
    41.75    60.75    1989   0.156   0.211   0.156   0.211
    41.75    60.75    1990   0.211   0.256   0.211   0.256
    41.75    60.75    1991   0.197   0.241   0.200   0.244
    41.75    60.75    1992   0.230   0.275   0.238   0.286
    41.75    60.75    1993   0.238   0.282   0.238   0.282
    41.75    60.75    1994   0.222   0.251   0.231   0.259
    41.75    60.75    1995   0.133   0.173   0.133   0.173
    41.75    60.75    1996   0.235   0.289   0.236   0.292
    41.75    60.75    1997   0.193   0.233   0.203   0.244
    41.75    60.75    1998   0.186   0.243   0.186   0.243
    41.75    60.75    1999   0.154   0.220   0.156   0.226
    41.75    60.75    2000   0.172   0.246   0.177   0.256
    41.75    60.75    2001   0.218   0.280   0.252   0.313
    41.75    60.75    2002   0.234   0.298   0.242   0.308
    41.75    60.75    2003   0.201   0.260   0.216   0.270
    41.75    60.75    2004   0.245   0.288   0.261   0.300
    41.75    60.75    2005   0.200   0.274   0.204   0.279
    41.75    60.75    2006   0.243   0.280   0.245   0.284
    41.75    60.75    2007   0.237   0.299   0.242   0.306
    41.75    60.75    2008   0.276   0.323   0.276   0.324
    41.75    60.75    2009   0.254   0.309   0.255   0.311
    41.75    60.75    2010   0.135   0.182   0.143   0.215
   142.25   -20.25    1980   0.030   0.021   0.160   0.104
   142.25   -20.25    1981   0.034   0.028   0.140   0.083
   142.25   -20.25    1982   0.027   0.018   0.142   0.088
   142.25   -20.25    1983   0.021   0.018   0.123   0.072
   142.25   -20.25    1984   0.037   0.024   0.197   0.088
   142.25   -20.25    1985   0.024   0.020   0.221   0.093
   142.25   -20.25    1986   0.016   0.010   0.161   0.099
   142.25   -20.25    1987   0.025   0.017   0.146   0.093
   142.25   -20.25    1988   0.020   0.013   0.169   0.099
   142.25   -20.25    1989   0.042   0.030   0.128   0.080
   142.25   -20.25    1990   0.041   0.029   0.203   0.125
   142.25   -20.25    1991   0.033   0.020   0.348   0.150
   142.25   -20.25    1992   0.028   0.021   0.183   0.115
   142.25   -20.25    1993   0.042   0.030   0.181   0.107
   142.25   -20.25    1994   0.027   0.019   0.139   0.084
   142.25   -20.25    1995   0.028   0.019   0.240   0.152
   142.25   -20.25    1996   0.034   0.022   0.205   0.123
   142.25   -20.25    1997   0.042   0.032   0.269   0.168
   142.25   -20.25    1998   0.054   0.040   0.267   0.173
   142.25   -20.25    1999   0.059   0.044   0.303   0.133
   142.25   -20.25    2000   0.081   0.059   0.290   0.179
   142.25   -20.25    2001   0.064   0.049   0.366   0.242
   142.25   -20.25    2002   0.030   0.019   0.351   0.216
   142.25   -20.25    2003   0.043   0.030   0.260   0.158
   142.25   -20.25    2004   0.042   0.031   0.255   0.164
   142.25   -20.25    2005   0.032   0.022   0.383   0.262
   142.25   -20.25    2006   0.062   0.045   0.262   0.173
   142.25   -20.25    2007   0.057   0.042   0.373   0.247
   142.25   -20.25    2008   0.055   0.042   0.440   0.223
   142.25   -20.25    2009   0.091   0.070   0.457   0.298
   142.25   -20.25    2010   0.097   0.078   0.349   0.206
