      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.192   0.232   0.192   0.232
    41.75    60.75    1981   0.146   0.199   0.153   0.210
    41.75    60.75    1982   0.227   0.263   0.240   0.276
    41.75    60.75    1983   0.205   0.249   0.205   0.249
    41.75    60.75    1984   0.162   0.234   0.162   0.234
    41.75    60.75    1985   0.218   0.270   0.218   0.270
    41.75    60.75    1986   0.189   0.229   0.190   0.230
    41.75    60.75    1987   0.187   0.234   0.187   0.234
    41.75    60.75    1988   0.178   0.221   0.178   0.221
    41.75    60.75    1989   0.174   0.232   0.174   0.230
    41.75    60.75    1990   0.232   0.259   0.232   0.259
    41.75    60.75    1991   0.206   0.250   0.211   0.255
    41.75    60.75    1992   0.251   0.287   0.269   0.304
    41.75    60.75    1993   0.266   0.303   0.266   0.303
    41.75    60.75    1994   0.240   0.267   0.255   0.279
    41.75    60.75    1995   0.149   0.200   0.150   0.202
    41.75    60.75    1996   0.256   0.302   0.258   0.306
    41.75    60.75    1997   0.202   0.242   0.222   0.259
    41.75    60.75    1998   0.221   0.274   0.221   0.274
    41.75    60.75    1999   0.168   0.232   0.179   0.247
    41.75    60.75    2000   0.190   0.270   0.203   0.286
    41.75    60.75    2001   0.231   0.286   0.278   0.329
    41.75    60.75    2002   0.253   0.304   0.272   0.320
    41.75    60.75    2003   0.227   0.271   0.258   0.295
    41.75    60.75    2004   0.268   0.307   0.294   0.328
    41.75    60.75    2005   0.229   0.292   0.243   0.306
    41.75    60.75    2006   0.263   0.294   0.272   0.302
    41.75    60.75    2007   0.273   0.328   0.280   0.337
    41.75    60.75    2008   0.298   0.338   0.298   0.338
    41.75    60.75    2009   0.286   0.329   0.290   0.332
    41.75    60.75    2010   0.157   0.200   0.177   0.246
   142.25   -20.25    1980   0.050   0.032   0.254   0.209
   142.25   -20.25    1981   0.052   0.033   0.219   0.179
   142.25   -20.25    1982   0.041   0.027   0.223   0.185
   142.25   -20.25    1983   0.033   0.021   0.208   0.165
   142.25   -20.25    1984   0.055   0.038   0.227   0.184
   142.25   -20.25    1985   0.036   0.023   0.212   0.182
   142.25   -20.25    1986   0.029   0.015   0.230   0.185
   142.25   -20.25    1987   0.039   0.023   0.211   0.179
   142.25   -20.25    1988   0.032   0.019   0.221   0.199
   142.25   -20.25    1989   0.055   0.041   0.188   0.162
   142.25   -20.25    1990   0.055   0.044   0.250   0.235
   142.25   -20.25    1991   0.049   0.033   0.182   0.198
   142.25   -20.25    1992   0.042   0.027   0.237   0.204
   142.25   -20.25    1993   0.062   0.046   0.260   0.208
   142.25   -20.25    1994   0.045   0.029   0.238   0.174
   142.25   -20.25    1995   0.045   0.028   0.243   0.238
   142.25   -20.25    1996   0.058   0.034   0.264   0.240
   142.25   -20.25    1997   0.064   0.049   0.269   0.253
   142.25   -20.25    1998   0.073   0.055   0.271   0.274
   142.25   -20.25    1999   0.079   0.062   0.284   0.243
   142.25   -20.25    2000   0.101   0.085   0.309   0.289
   142.25   -20.25    2001   0.097   0.076   0.333   0.319
   142.25   -20.25    2002   0.052   0.030   0.276   0.273
   142.25   -20.25    2003   0.057   0.044   0.255   0.242
   142.25   -20.25    2004   0.065   0.043   0.280   0.264
   142.25   -20.25    2005   0.061   0.032   0.243   0.263
   142.25   -20.25    2006   0.079   0.060   0.260   0.248
   142.25   -20.25    2007   0.087   0.061   0.278   0.271
   142.25   -20.25    2008   0.083   0.064   0.229   0.294
   142.25   -20.25    2009   0.121   0.095   0.277   0.289
   142.25   -20.25    2010   0.120   0.100   0.323   0.304
