      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.168   0.198   0.168   0.199
    41.75    60.75    1981   0.125   0.169   0.127   0.173
    41.75    60.75    1982   0.207   0.235   0.216   0.242
    41.75    60.75    1983   0.176   0.213   0.177   0.213
    41.75    60.75    1984   0.138   0.193   0.138   0.193
    41.75    60.75    1985   0.189   0.236   0.189   0.236
    41.75    60.75    1986   0.166   0.199   0.166   0.199
    41.75    60.75    1987   0.163   0.198   0.163   0.198
    41.75    60.75    1988   0.146   0.181   0.146   0.181
    41.75    60.75    1989   0.145   0.186   0.145   0.186
    41.75    60.75    1990   0.202   0.219   0.202   0.219
    41.75    60.75    1991   0.177   0.214   0.180   0.216
    41.75    60.75    1992   0.227   0.258   0.238   0.267
    41.75    60.75    1993   0.236   0.259   0.236   0.259
    41.75    60.75    1994   0.214   0.235   0.223   0.242
    41.75    60.75    1995   0.126   0.163   0.126   0.163
    41.75    60.75    1996   0.233   0.267   0.234   0.270
    41.75    60.75    1997   0.182   0.216   0.194   0.226
    41.75    60.75    1998   0.189   0.230   0.189   0.230
    41.75    60.75    1999   0.143   0.194   0.148   0.200
    41.75    60.75    2000   0.167   0.230   0.174   0.238
    41.75    60.75    2001   0.209   0.259   0.242   0.286
    41.75    60.75    2002   0.225   0.266   0.234   0.272
    41.75    60.75    2003   0.203   0.239   0.223   0.251
    41.75    60.75    2004   0.243   0.275   0.260   0.287
    41.75    60.75    2005   0.201   0.254   0.206   0.260
    41.75    60.75    2006   0.233   0.255   0.238   0.259
    41.75    60.75    2007   0.242   0.281   0.248   0.286
    41.75    60.75    2008   0.267   0.295   0.267   0.296
    41.75    60.75    2009   0.252   0.289   0.254   0.290
    41.75    60.75    2010   0.136   0.170   0.145   0.197
   142.25   -20.25    1980   0.037   0.021   0.171   0.104
   142.25   -20.25    1981   0.040   0.024   0.140   0.083
   142.25   -20.25    1982   0.029   0.018   0.145   0.088
   142.25   -20.25    1983   0.023   0.016   0.138   0.072
   142.25   -20.25    1984   0.041   0.027   0.176   0.088
   142.25   -20.25    1985   0.028   0.018   0.194   0.093
   142.25   -20.25    1986   0.022   0.011   0.176   0.098
   142.25   -20.25    1987   0.029   0.017   0.157   0.093
   142.25   -20.25    1988   0.024   0.013   0.165   0.099
   142.25   -20.25    1989   0.041   0.029   0.131   0.080
   142.25   -20.25    1990   0.037   0.029   0.196   0.126
   142.25   -20.25    1991   0.036   0.026   0.192   0.148
   142.25   -20.25    1992   0.031   0.020   0.167   0.115
   142.25   -20.25    1993   0.045   0.031   0.187   0.107
   142.25   -20.25    1994   0.034   0.021   0.150   0.084
   142.25   -20.25    1995   0.033   0.019   0.203   0.150
   142.25   -20.25    1996   0.041   0.023   0.200   0.123
   142.25   -20.25    1997   0.046   0.033   0.224   0.169
   142.25   -20.25    1998   0.054   0.036   0.230   0.176
   142.25   -20.25    1999   0.057   0.041   0.243   0.133
   142.25   -20.25    2000   0.072   0.055   0.247   0.179
   142.25   -20.25    2001   0.068   0.050   0.280   0.229
   142.25   -20.25    2002   0.038   0.020   0.250   0.204
   142.25   -20.25    2003   0.044   0.032   0.219   0.159
   142.25   -20.25    2004   0.048   0.030   0.228   0.164
   142.25   -20.25    2005   0.043   0.021   0.250   0.231
   142.25   -20.25    2006   0.057   0.040   0.219   0.172
   142.25   -20.25    2007   0.063   0.043   0.255   0.226
   142.25   -20.25    2008   0.060   0.045   0.271   0.220
   142.25   -20.25    2009   0.090   0.067   0.276   0.255
   142.25   -20.25    2010   0.088   0.070   0.280   0.205
