      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.966   0.965   0.966   0.965
    41.75    60.75    1981   0.944   0.942   0.950   0.950
    41.75    60.75    1982   0.965   0.961   0.967   0.964
    41.75    60.75    1983   0.964   0.963   0.964   0.963
    41.75    60.75    1984   0.957   0.958   0.957   0.958
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.963   0.962   0.964   0.963
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.955   0.954   0.955   0.954
    41.75    60.75    1989   0.944   0.947   0.944   0.947
    41.75    60.75    1990   0.968   0.959   0.968   0.959
    41.75    60.75    1991   0.960   0.961   0.962   0.963
    41.75    60.75    1992   0.963   0.963   0.967   0.966
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.964   0.963   0.967   0.966
    41.75    60.75    1995   0.939   0.948   0.941   0.950
    41.75    60.75    1996   0.968   0.967   0.968   0.968
    41.75    60.75    1997   0.951   0.951   0.962   0.961
    41.75    60.75    1998   0.963   0.962   0.963   0.962
    41.75    60.75    1999   0.926   0.938   0.943   0.950
    41.75    60.75    2000   0.957   0.959   0.962   0.963
    41.75    60.75    2001   0.954   0.955   0.966   0.965
    41.75    60.75    2002   0.962   0.962   0.965   0.965
    41.75    60.75    2003   0.962   0.961   0.967   0.966
    41.75    60.75    2004   0.967   0.967   0.969   0.969
    41.75    60.75    2005   0.962   0.961   0.965   0.965
    41.75    60.75    2006   0.965   0.964   0.967   0.966
    41.75    60.75    2007   0.968   0.968   0.969   0.968
    41.75    60.75    2008   0.968   0.956   0.968   0.956
    41.75    60.75    2009   0.967   0.966   0.967   0.966
    41.75    60.75    2010   0.930   0.897   0.947   0.943
   142.25   -20.25    1980   0.492   0.480   0.887   0.766
   142.25   -20.25    1981   0.543   0.472   0.836   0.730
   142.25   -20.25    1982   0.506   0.474   0.880   0.771
   142.25   -20.25    1983   0.484   0.466   0.898   0.788
   142.25   -20.25    1984   0.531   0.467   0.906   0.733
   142.25   -20.25    1985   0.491   0.463   0.944   0.805
   142.25   -20.25    1986   0.465   0.447   0.887   0.785
   142.25   -20.25    1987   0.482   0.463   0.841   0.773
   142.25   -20.25    1988   0.472   0.466   0.918   0.839
   142.25   -20.25    1989   0.513   0.489   0.799   0.733
   142.25   -20.25    1990   0.497   0.484   0.931   0.861
   142.25   -20.25    1991   0.544   0.462   0.949   0.869
   142.25   -20.25    1992   0.472   0.461   0.919   0.838
   142.25   -20.25    1993   0.533   0.488   0.854   0.751
   142.25   -20.25    1994   0.474   0.457   0.853   0.744
   142.25   -20.25    1995   0.482   0.467   0.938   0.889
   142.25   -20.25    1996   0.504   0.486   0.907   0.811
   142.25   -20.25    1997   0.546   0.484   0.936   0.886
   142.25   -20.25    1998   0.562   0.527   0.944   0.904
   142.25   -20.25    1999   0.587   0.530   0.954   0.835
   142.25   -20.25    2000   0.601   0.556   0.941   0.880
   142.25   -20.25    2001   0.564   0.530   0.954   0.925
   142.25   -20.25    2002   0.484   0.468   0.957   0.938
   142.25   -20.25    2003   0.559   0.492   0.928   0.880
   142.25   -20.25    2004   0.507   0.485   0.921   0.860
   142.25   -20.25    2005   0.483   0.472   0.953   0.939
   142.25   -20.25    2006   0.581   0.533   0.929   0.890
   142.25   -20.25    2007   0.564   0.512   0.943   0.913
   142.25   -20.25    2008   0.536   0.483   0.965   0.911
   142.25   -20.25    2009   0.696   0.549   0.950   0.932
   142.25   -20.25    2010   0.655   0.556   0.934   0.871
