      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.182   0.222   0.182   0.222
    41.75    60.75    1981   0.135   0.187   0.141   0.194
    41.75    60.75    1982   0.213   0.243   0.224   0.252
    41.75    60.75    1983   0.186   0.229   0.186   0.229
    41.75    60.75    1984   0.155   0.224   0.155   0.224
    41.75    60.75    1985   0.198   0.251   0.198   0.251
    41.75    60.75    1986   0.179   0.222   0.180   0.223
    41.75    60.75    1987   0.176   0.223   0.176   0.223
    41.75    60.75    1988   0.166   0.210   0.166   0.210
    41.75    60.75    1989   0.172   0.235   0.172   0.235
    41.75    60.75    1990   0.214   0.249   0.214   0.249
    41.75    60.75    1991   0.196   0.249   0.200   0.254
    41.75    60.75    1992   0.230   0.268   0.244   0.281
    41.75    60.75    1993   0.245   0.284   0.245   0.284
    41.75    60.75    1994   0.221   0.248   0.232   0.258
    41.75    60.75    1995   0.150   0.198   0.151   0.200
    41.75    60.75    1996   0.234   0.279   0.235   0.282
    41.75    60.75    1997   0.194   0.235   0.211   0.252
    41.75    60.75    1998   0.203   0.252   0.203   0.252
    41.75    60.75    1999   0.162   0.224   0.172   0.239
    41.75    60.75    2000   0.178   0.252   0.189   0.264
    41.75    60.75    2001   0.218   0.277   0.256   0.313
    41.75    60.75    2002   0.239   0.293   0.253   0.306
    41.75    60.75    2003   0.209   0.251   0.233   0.271
    41.75    60.75    2004   0.250   0.287   0.271   0.303
    41.75    60.75    2005   0.211   0.278   0.221   0.288
    41.75    60.75    2006   0.246   0.280   0.253   0.287
    41.75    60.75    2007   0.251   0.306   0.257   0.313
    41.75    60.75    2008   0.278   0.316   0.278   0.316
    41.75    60.75    2009   0.261   0.309   0.263   0.311
    41.75    60.75    2010   0.152   0.188   0.171   0.232
   142.25   -20.25    1980   0.044   0.034   0.291   0.223
   142.25   -20.25    1981   0.053   0.036   0.266   0.191
   142.25   -20.25    1982   0.040   0.027   0.261   0.201
   142.25   -20.25    1983   0.031   0.026   0.233   0.189
   142.25   -20.25    1984   0.056   0.036   0.269   0.196
   142.25   -20.25    1985   0.036   0.025   0.247   0.221
   142.25   -20.25    1986   0.024   0.016   0.249   0.218
   142.25   -20.25    1987   0.035   0.026   0.230   0.195
   142.25   -20.25    1988   0.028   0.021   0.255   0.223
   142.25   -20.25    1989   0.057   0.047   0.216   0.175
   142.25   -20.25    1990   0.064   0.048   0.293   0.277
   142.25   -20.25    1991   0.051   0.030   0.225   0.263
   142.25   -20.25    1992   0.038   0.031   0.273   0.238
   142.25   -20.25    1993   0.064   0.046   0.286   0.227
   142.25   -20.25    1994   0.041   0.030   0.262   0.185
   142.25   -20.25    1995   0.040   0.030   0.289   0.293
   142.25   -20.25    1996   0.053   0.037   0.308   0.272
   142.25   -20.25    1997   0.066   0.048   0.304   0.310
   142.25   -20.25    1998   0.072   0.062   0.336   0.337
   142.25   -20.25    1999   0.085   0.068   0.327   0.280
   142.25   -20.25    2000   0.110   0.096   0.354   0.349
   142.25   -20.25    2001   0.102   0.079   0.375   0.386
   142.25   -20.25    2002   0.046   0.032   0.322   0.335
   142.25   -20.25    2003   0.059   0.045   0.299   0.299
   142.25   -20.25    2004   0.058   0.046   0.326   0.322
   142.25   -20.25    2005   0.044   0.036   0.300   0.335
   142.25   -20.25    2006   0.081   0.071   0.306   0.296
   142.25   -20.25    2007   0.088   0.064   0.325   0.340
   142.25   -20.25    2008   0.086   0.062   0.257   0.369
   142.25   -20.25    2009   0.125   0.101   0.342   0.368
   142.25   -20.25    2010   0.128   0.116   0.370   0.382
