      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.226   0.261   0.227   0.262
    41.75    60.75    1981   0.165   0.221   0.176   0.237
    41.75    60.75    1982   0.266   0.304   0.287   0.323
    41.75    60.75    1983   0.239   0.287   0.240   0.287
    41.75    60.75    1984   0.179   0.261   0.179   0.261
    41.75    60.75    1985   0.256   0.315   0.256   0.315
    41.75    60.75    1986   0.218   0.262   0.220   0.264
    41.75    60.75    1987   0.217   0.261   0.217   0.261
    41.75    60.75    1988   0.203   0.246   0.205   0.246
    41.75    60.75    1989   0.190   0.243   0.190   0.243
    41.75    60.75    1990   0.270   0.297   0.270   0.297
    41.75    60.75    1991   0.236   0.270   0.243   0.277
    41.75    60.75    1992   0.292   0.331   0.319   0.358
    41.75    60.75    1993   0.315   0.349   0.315   0.349
    41.75    60.75    1994   0.281   0.307   0.303   0.325
    41.75    60.75    1995   0.157   0.220   0.157   0.222
    41.75    60.75    1996   0.304   0.355   0.307   0.363
    41.75    60.75    1997   0.232   0.270   0.262   0.295
    41.75    60.75    1998   0.254   0.315   0.254   0.315
    41.75    60.75    1999   0.188   0.251   0.203   0.269
    41.75    60.75    2000   0.215   0.290   0.235   0.309
    41.75    60.75    2001   0.264   0.324   0.327   0.380
    41.75    60.75    2002   0.289   0.343   0.318   0.365
    41.75    60.75    2003   0.257   0.304   0.299   0.335
    41.75    60.75    2004   0.308   0.350   0.344   0.379
    41.75    60.75    2005   0.262   0.330   0.280   0.350
    41.75    60.75    2006   0.302   0.333   0.318   0.346
    41.75    60.75    2007   0.315   0.365   0.326   0.377
    41.75    60.75    2008   0.351   0.390   0.351   0.390
    41.75    60.75    2009   0.334   0.383   0.341   0.389
    41.75    60.75    2010   0.174   0.214   0.198   0.271
   142.25   -20.25    1980   0.055   0.032   0.262   0.207
   142.25   -20.25    1981   0.056   0.042   0.230   0.170
   142.25   -20.25    1982   0.044   0.029   0.234   0.181
   142.25   -20.25    1983   0.035   0.023   0.217   0.170
   142.25   -20.25    1984   0.057   0.042   0.246   0.176
   142.25   -20.25    1985   0.039   0.027   0.233   0.189
   142.25   -20.25    1986   0.031   0.020   0.242   0.197
   142.25   -20.25    1987   0.041   0.029   0.219   0.180
   142.25   -20.25    1988   0.034   0.020   0.230   0.201
   142.25   -20.25    1989   0.059   0.043   0.204   0.163
   142.25   -20.25    1990   0.060   0.042   0.268   0.233
   142.25   -20.25    1991   0.052   0.039   0.215   0.202
   142.25   -20.25    1992   0.043   0.031   0.253   0.209
   142.25   -20.25    1993   0.065   0.050   0.267   0.213
   142.25   -20.25    1994   0.048   0.035   0.247   0.179
   142.25   -20.25    1995   0.048   0.032   0.266   0.241
   142.25   -20.25    1996   0.060   0.037   0.273   0.224
   142.25   -20.25    1997   0.067   0.051   0.289   0.259
   142.25   -20.25    1998   0.078   0.053   0.291   0.263
   142.25   -20.25    1999   0.083   0.061   0.311   0.242
   142.25   -20.25    2000   0.107   0.084   0.327   0.290
   142.25   -20.25    2001   0.103   0.080   0.357   0.330
   142.25   -20.25    2002   0.056   0.036   0.308   0.285
   142.25   -20.25    2003   0.060   0.046   0.274   0.238
   142.25   -20.25    2004   0.068   0.048   0.297   0.261
   142.25   -20.25    2005   0.062   0.037   0.275   0.273
   142.25   -20.25    2006   0.083   0.061   0.280   0.252
   142.25   -20.25    2007   0.091   0.068   0.310   0.288
   142.25   -20.25    2008   0.087   0.068   0.273   0.297
   142.25   -20.25    2009   0.127   0.101   0.320   0.292
   142.25   -20.25    2010   0.128   0.104   0.346   0.299
