      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.965   0.965   0.965
    41.75    60.75    1981   0.941   0.940   0.950   0.952
    41.75    60.75    1982   0.964   0.961   0.968   0.964
    41.75    60.75    1983   0.964   0.963   0.964   0.963
    41.75    60.75    1984   0.956   0.958   0.956   0.958
    41.75    60.75    1985   0.968   0.968   0.969   0.968
    41.75    60.75    1986   0.963   0.963   0.964   0.964
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.955   0.956   0.956   0.956
    41.75    60.75    1989   0.945   0.945   0.945   0.945
    41.75    60.75    1990   0.968   0.960   0.968   0.960
    41.75    60.75    1991   0.960   0.961   0.963   0.963
    41.75    60.75    1992   0.961   0.961   0.967   0.967
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.963   0.962   0.967   0.966
    41.75    60.75    1995   0.941   0.948   0.943   0.950
    41.75    60.75    1996   0.967   0.967   0.968   0.968
    41.75    60.75    1997   0.948   0.949   0.962   0.961
    41.75    60.75    1998   0.964   0.964   0.964   0.964
    41.75    60.75    1999   0.924   0.938   0.945   0.951
    41.75    60.75    2000   0.956   0.960   0.963   0.964
    41.75    60.75    2001   0.951   0.955   0.967   0.966
    41.75    60.75    2002   0.960   0.962   0.966   0.966
    41.75    60.75    2003   0.961   0.961   0.968   0.966
    41.75    60.75    2004   0.966   0.966   0.969   0.969
    41.75    60.75    2005   0.960   0.961   0.966   0.965
    41.75    60.75    2006   0.964   0.964   0.967   0.967
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.969   0.956   0.969   0.956
    41.75    60.75    2009   0.966   0.966   0.967   0.967
    41.75    60.75    2010   0.924   0.893   0.948   0.945
   142.25   -20.25    1980   0.541   0.484   0.896   0.802
   142.25   -20.25    1981   0.548   0.513   0.867   0.738
   142.25   -20.25    1982   0.539   0.498   0.896   0.808
   142.25   -20.25    1983   0.511   0.481   0.909   0.834
   142.25   -20.25    1984   0.543   0.509   0.917   0.741
   142.25   -20.25    1985   0.514   0.478   0.943   0.851
   142.25   -20.25    1986   0.486   0.469   0.901   0.833
   142.25   -20.25    1987   0.516   0.491   0.877   0.816
   142.25   -20.25    1988   0.507   0.473   0.923   0.878
   142.25   -20.25    1989   0.557   0.515   0.847   0.753
   142.25   -20.25    1990   0.537   0.490   0.930   0.892
   142.25   -20.25    1991   0.534   0.508   0.950   0.878
   142.25   -20.25    1992   0.508   0.480   0.920   0.870
   142.25   -20.25    1993   0.567   0.531   0.876   0.779
   142.25   -20.25    1994   0.511   0.485   0.880   0.764
   142.25   -20.25    1995   0.521   0.480   0.937   0.910
   142.25   -20.25    1996   0.552   0.491   0.917   0.842
   142.25   -20.25    1997   0.561   0.524   0.939   0.909
   142.25   -20.25    1998   0.613   0.541   0.945   0.917
   142.25   -20.25    1999   0.631   0.561   0.953   0.875
   142.25   -20.25    2000   0.648   0.565   0.940   0.905
   142.25   -20.25    2001   0.617   0.549   0.950   0.932
   142.25   -20.25    2002   0.523   0.478   0.955   0.942
   142.25   -20.25    2003   0.563   0.529   0.935   0.892
   142.25   -20.25    2004   0.555   0.504   0.927   0.884
   142.25   -20.25    2005   0.527   0.479   0.954   0.942
   142.25   -20.25    2006   0.631   0.556   0.937   0.912
   142.25   -20.25    2007   0.601   0.541   0.944   0.925
   142.25   -20.25    2008   0.562   0.525   0.963   0.922
   142.25   -20.25    2009   0.683   0.622   0.950   0.937
   142.25   -20.25    2010   0.671   0.617   0.935   0.894
