      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.958   0.957   0.958   0.957
    41.75    60.75    1981   0.916   0.915   0.920   0.923
    41.75    60.75    1982   0.960   0.957   0.964   0.960
    41.75    60.75    1983   0.951   0.950   0.951   0.950
    41.75    60.75    1984   0.933   0.939   0.933   0.939
    41.75    60.75    1985   0.965   0.965   0.965   0.965
    41.75    60.75    1986   0.955   0.953   0.955   0.953
    41.75    60.75    1987   0.961   0.961   0.961   0.961
    41.75    60.75    1988   0.932   0.931   0.932   0.931
    41.75    60.75    1989   0.908   0.907   0.908   0.907
    41.75    60.75    1990   0.964   0.956   0.964   0.956
    41.75    60.75    1991   0.947   0.948   0.950   0.949
    41.75    60.75    1992   0.956   0.956   0.962   0.961
    41.75    60.75    1993   0.966   0.958   0.966   0.958
    41.75    60.75    1994   0.956   0.955   0.961   0.959
    41.75    60.75    1995   0.905   0.926   0.905   0.926
    41.75    60.75    1996   0.964   0.963   0.965   0.965
    41.75    60.75    1997   0.933   0.935   0.950   0.947
    41.75    60.75    1998   0.954   0.954   0.954   0.954
    41.75    60.75    1999   0.889   0.915   0.904   0.923
    41.75    60.75    2000   0.945   0.951   0.951   0.955
    41.75    60.75    2001   0.941   0.947   0.960   0.959
    41.75    60.75    2002   0.955   0.958   0.960   0.960
    41.75    60.75    2003   0.953   0.953   0.961   0.958
    41.75    60.75    2004   0.963   0.963   0.966   0.966
    41.75    60.75    2005   0.952   0.955   0.957   0.957
    41.75    60.75    2006   0.960   0.959   0.963   0.961
    41.75    60.75    2007   0.965   0.963   0.966   0.964
    41.75    60.75    2008   0.967   0.954   0.967   0.954
    41.75    60.75    2009   0.961   0.961   0.962   0.962
    41.75    60.75    2010   0.891   0.852   0.912   0.903
   142.25   -20.25    1980   0.477   0.468   0.707   0.634
   142.25   -20.25    1981   0.475   0.462   0.671   0.597
   142.25   -20.25    1982   0.477   0.467   0.704   0.631
   142.25   -20.25    1983   0.469   0.460   0.713   0.627
   142.25   -20.25    1984   0.475   0.459   0.755   0.603
   142.25   -20.25    1985   0.465   0.454   0.836   0.649
   142.25   -20.25    1986   0.449   0.444   0.728   0.641
   142.25   -20.25    1987   0.463   0.457   0.715   0.648
   142.25   -20.25    1988   0.465   0.461   0.778   0.691
   142.25   -20.25    1989   0.486   0.478   0.671   0.610
   142.25   -20.25    1990   0.480   0.471   0.788   0.684
   142.25   -20.25    1991   0.470   0.455   0.889   0.714
   142.25   -20.25    1992   0.460   0.455   0.764   0.673
   142.25   -20.25    1993   0.486   0.475   0.703   0.617
   142.25   -20.25    1994   0.456   0.451   0.689   0.613
   142.25   -20.25    1995   0.466   0.459   0.820   0.727
   142.25   -20.25    1996   0.484   0.474   0.757   0.667
   142.25   -20.25    1997   0.483   0.471   0.834   0.732
   142.25   -20.25    1998   0.521   0.507   0.844   0.752
   142.25   -20.25    1999   0.538   0.509   0.879   0.694
   142.25   -20.25    2000   0.548   0.526   0.829   0.716
   142.25   -20.25    2001   0.522   0.502   0.879   0.777
   142.25   -20.25    2002   0.466   0.458   0.899   0.804
   142.25   -20.25    2003   0.493   0.484   0.825   0.730
   142.25   -20.25    2004   0.483   0.475   0.802   0.710
   142.25   -20.25    2005   0.469   0.461   0.897   0.817
   142.25   -20.25    2006   0.536   0.514   0.838   0.761
   142.25   -20.25    2007   0.510   0.495   0.863   0.776
   142.25   -20.25    2008   0.484   0.470   0.941   0.756
   142.25   -20.25    2009   0.563   0.523   0.904   0.834
   142.25   -20.25    2010   0.563   0.529   0.824   0.704
