      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.964   0.965   0.965
    41.75    60.75    1981   0.937   0.937   0.947   0.949
    41.75    60.75    1982   0.963   0.960   0.968   0.964
    41.75    60.75    1983   0.963   0.962   0.963   0.962
    41.75    60.75    1984   0.954   0.957   0.954   0.957
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.963   0.962   0.964   0.963
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.954   0.954   0.955   0.954
    41.75    60.75    1989   0.944   0.945   0.944   0.945
    41.75    60.75    1990   0.968   0.960   0.968   0.960
    41.75    60.75    1991   0.959   0.960   0.962   0.962
    41.75    60.75    1992   0.960   0.960   0.967   0.966
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.962   0.961   0.967   0.965
    41.75    60.75    1995   0.936   0.947   0.939   0.950
    41.75    60.75    1996   0.967   0.966   0.968   0.968
    41.75    60.75    1997   0.945   0.946   0.962   0.961
    41.75    60.75    1998   0.964   0.963   0.964   0.963
    41.75    60.75    1999   0.920   0.936   0.944   0.950
    41.75    60.75    2000   0.955   0.959   0.962   0.963
    41.75    60.75    2001   0.948   0.952   0.967   0.966
    41.75    60.75    2002   0.959   0.962   0.966   0.966
    41.75    60.75    2003   0.960   0.959   0.967   0.966
    41.75    60.75    2004   0.966   0.966   0.969   0.969
    41.75    60.75    2005   0.959   0.960   0.965   0.965
    41.75    60.75    2006   0.963   0.963   0.967   0.966
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.968   0.956   0.969   0.956
    41.75    60.75    2009   0.966   0.966   0.967   0.967
    41.75    60.75    2010   0.919   0.885   0.946   0.942
   142.25   -20.25    1980   0.495   0.482   0.858   0.779
   142.25   -20.25    1981   0.482   0.471   0.826   0.744
   142.25   -20.25    1982   0.486   0.476   0.861   0.784
   142.25   -20.25    1983   0.477   0.469   0.865   0.795
   142.25   -20.25    1984   0.482   0.469   0.888   0.746
   142.25   -20.25    1985   0.469   0.460   0.922   0.812
   142.25   -20.25    1986   0.452   0.447   0.858   0.789
   142.25   -20.25    1987   0.472   0.464   0.815   0.784
   142.25   -20.25    1988   0.473   0.467   0.893   0.841
   142.25   -20.25    1989   0.502   0.491   0.789   0.742
   142.25   -20.25    1990   0.500   0.486   0.904   0.846
   142.25   -20.25    1991   0.471   0.462   0.941   0.858
   142.25   -20.25    1992   0.469   0.462   0.896   0.840
   142.25   -20.25    1993   0.507   0.491   0.843   0.763
   142.25   -20.25    1994   0.466   0.459   0.837   0.758
   142.25   -20.25    1995   0.479   0.469   0.914   0.881
   142.25   -20.25    1996   0.504   0.488   0.878   0.815
   142.25   -20.25    1997   0.499   0.485   0.920   0.879
   142.25   -20.25    1998   0.551   0.531   0.933   0.892
   142.25   -20.25    1999   0.558   0.533   0.939   0.842
   142.25   -20.25    2000   0.591   0.562   0.923   0.868
   142.25   -20.25    2001   0.557   0.534   0.943   0.902
   142.25   -20.25    2002   0.483   0.470   0.945   0.926
   142.25   -20.25    2003   0.504   0.494   0.915   0.870
   142.25   -20.25    2004   0.500   0.488   0.903   0.856
   142.25   -20.25    2005   0.484   0.474   0.944   0.930
   142.25   -20.25    2006   0.562   0.538   0.909   0.881
   142.25   -20.25    2007   0.535   0.515   0.936   0.909
   142.25   -20.25    2008   0.499   0.485   0.956   0.897
   142.25   -20.25    2009   0.587   0.551   0.944   0.930
   142.25   -20.25    2010   0.592   0.560   0.924   0.861
