      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.253   0.286   0.255   0.287
    41.75    60.75    1981   0.179   0.237   0.189   0.252
    41.75    60.75    1982   0.301   0.341   0.327   0.361
    41.75    60.75    1983   0.274   0.317   0.276   0.317
    41.75    60.75    1984   0.197   0.264   0.197   0.264
    41.75    60.75    1985   0.281   0.344   0.282   0.345
    41.75    60.75    1986   0.250   0.298   0.252   0.300
    41.75    60.75    1987   0.245   0.285   0.245   0.285
    41.75    60.75    1988   0.219   0.260   0.220   0.260
    41.75    60.75    1989   0.200   0.250   0.200   0.250
    41.75    60.75    1990   0.304   0.341   0.304   0.341
    41.75    60.75    1991   0.268   0.286   0.276   0.292
    41.75    60.75    1992   0.318   0.358   0.350   0.384
    41.75    60.75    1993   0.346   0.382   0.346   0.382
    41.75    60.75    1994   0.315   0.342   0.336   0.355
    41.75    60.75    1995   0.174   0.231   0.175   0.232
    41.75    60.75    1996   0.337   0.389   0.341   0.395
    41.75    60.75    1997   0.257   0.296   0.286   0.317
    41.75    60.75    1998   0.269   0.328   0.269   0.327
    41.75    60.75    1999   0.202   0.272   0.214   0.284
    41.75    60.75    2000   0.233   0.307   0.250   0.323
    41.75    60.75    2001   0.296   0.361   0.353   0.405
    41.75    60.75    2002   0.326   0.381   0.350   0.399
    41.75    60.75    2003   0.283   0.327   0.320   0.351
    41.75    60.75    2004   0.349   0.386   0.375   0.402
    41.75    60.75    2005   0.280   0.347   0.301   0.363
    41.75    60.75    2006   0.332   0.359   0.350   0.372
    41.75    60.75    2007   0.338   0.384   0.349   0.394
    41.75    60.75    2008   0.394   0.442   0.395   0.442
    41.75    60.75    2009   0.364   0.407   0.373   0.412
    41.75    60.75    2010   0.185   0.222   0.212   0.277
   142.25   -20.25    1980   0.048   0.038   0.365   0.244
   142.25   -20.25    1981   0.059   0.044   0.325   0.211
   142.25   -20.25    1982   0.041   0.030   0.343   0.222
   142.25   -20.25    1983   0.041   0.030   0.307   0.209
   142.25   -20.25    1984   0.054   0.040   0.423   0.215
   142.25   -20.25    1985   0.043   0.033   0.416   0.245
   142.25   -20.25    1986   0.025   0.019   0.341   0.239
   142.25   -20.25    1987   0.039   0.029   0.264   0.214
   142.25   -20.25    1988   0.031   0.024   0.348   0.251
   142.25   -20.25    1989   0.066   0.052   0.249   0.191
   142.25   -20.25    1990   0.069   0.053   0.431   0.316
   142.25   -20.25    1991   0.043   0.033   0.458   0.342
   142.25   -20.25    1992   0.045   0.034   0.386   0.299
   142.25   -20.25    1993   0.066   0.051   0.378   0.247
   142.25   -20.25    1994   0.043   0.034   0.313   0.207
   142.25   -20.25    1995   0.045   0.034   0.442   0.382
   142.25   -20.25    1996   0.057   0.041   0.419   0.290
   142.25   -20.25    1997   0.070   0.053   0.482   0.394
   142.25   -20.25    1998   0.085   0.068   0.530   0.406
   142.25   -20.25    1999   0.097   0.074   0.518   0.310
   142.25   -20.25    2000   0.132   0.103   0.549   0.412
   142.25   -20.25    2001   0.105   0.085   0.637   0.522
   142.25   -20.25    2002   0.050   0.036   0.553   0.496
   142.25   -20.25    2003   0.063   0.049   0.462   0.360
   142.25   -20.25    2004   0.064   0.051   0.488   0.374
   142.25   -20.25    2005   0.052   0.041   0.560   0.557
   142.25   -20.25    2006   0.103   0.078   0.456   0.371
   142.25   -20.25    2007   0.089   0.069   0.579   0.537
   142.25   -20.25    2008   0.084   0.067   0.598   0.501
   142.25   -20.25    2009   0.139   0.109   0.635   0.594
   142.25   -20.25    2010   0.153   0.125   0.622   0.469
