      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.201   0.237   0.202   0.237
    41.75    60.75    1981   0.157   0.213   0.167   0.227
    41.75    60.75    1982   0.241   0.273   0.258   0.288
    41.75    60.75    1983   0.222   0.267   0.222   0.267
    41.75    60.75    1984   0.171   0.243   0.171   0.243
    41.75    60.75    1985   0.236   0.293   0.236   0.293
    41.75    60.75    1986   0.200   0.240   0.201   0.241
    41.75    60.75    1987   0.196   0.236   0.196   0.236
    41.75    60.75    1988   0.194   0.236   0.195   0.237
    41.75    60.75    1989   0.180   0.239   0.180   0.239
    41.75    60.75    1990   0.247   0.273   0.247   0.273
    41.75    60.75    1991   0.217   0.254   0.223   0.259
    41.75    60.75    1992   0.269   0.310   0.291   0.332
    41.75    60.75    1993   0.287   0.320   0.287   0.319
    41.75    60.75    1994   0.256   0.283   0.273   0.298
    41.75    60.75    1995   0.145   0.203   0.146   0.205
    41.75    60.75    1996   0.275   0.325   0.276   0.329
    41.75    60.75    1997   0.215   0.250   0.240   0.271
    41.75    60.75    1998   0.237   0.295   0.237   0.295
    41.75    60.75    1999   0.177   0.237   0.190   0.254
    41.75    60.75    2000   0.203   0.275   0.220   0.293
    41.75    60.75    2001   0.248   0.302   0.304   0.354
    41.75    60.75    2002   0.267   0.319   0.292   0.340
    41.75    60.75    2003   0.242   0.290   0.279   0.319
    41.75    60.75    2004   0.287   0.329   0.317   0.354
    41.75    60.75    2005   0.244   0.309   0.261   0.327
    41.75    60.75    2006   0.275   0.309   0.287   0.320
    41.75    60.75    2007   0.295   0.346   0.304   0.356
    41.75    60.75    2008   0.320   0.357   0.320   0.357
    41.75    60.75    2009   0.306   0.355   0.312   0.359
    41.75    60.75    2010   0.165   0.207   0.189   0.261
   142.25   -20.25    1980   0.050   0.036   0.220   0.185
   142.25   -20.25    1981   0.049   0.038   0.188   0.148
   142.25   -20.25    1982   0.038   0.028   0.188   0.159
   142.25   -20.25    1983   0.030   0.022   0.170   0.147
   142.25   -20.25    1984   0.051   0.038   0.186   0.156
   142.25   -20.25    1985   0.034   0.026   0.171   0.161
   142.25   -20.25    1986   0.027   0.019   0.194   0.169
   142.25   -20.25    1987   0.036   0.027   0.181   0.161
   142.25   -20.25    1988   0.030   0.022   0.179   0.170
   142.25   -20.25    1989   0.052   0.041   0.170   0.145
   142.25   -20.25    1990   0.057   0.037   0.209   0.190
   142.25   -20.25    1991   0.047   0.035   0.125   0.156
   142.25   -20.25    1992   0.040   0.031   0.197   0.172
   142.25   -20.25    1993   0.059   0.046   0.222   0.194
   142.25   -20.25    1994   0.043   0.033   0.209   0.163
   142.25   -20.25    1995   0.043   0.032   0.196   0.192
   142.25   -20.25    1996   0.055   0.038   0.217   0.194
   142.25   -20.25    1997   0.060   0.046   0.222   0.209
   142.25   -20.25    1998   0.070   0.056   0.219   0.211
   142.25   -20.25    1999   0.075   0.057   0.232   0.209
   142.25   -20.25    2000   0.097   0.076   0.259   0.241
   142.25   -20.25    2001   0.093   0.076   0.275   0.269
   142.25   -20.25    2002   0.050   0.036   0.220   0.219
   142.25   -20.25    2003   0.054   0.043   0.202   0.194
   142.25   -20.25    2004   0.062   0.048   0.230   0.217
   142.25   -20.25    2005   0.057   0.043   0.186   0.195
   142.25   -20.25    2006   0.074   0.057   0.213   0.206
   142.25   -20.25    2007   0.083   0.064   0.219   0.216
   142.25   -20.25    2008   0.078   0.062   0.170   0.233
   142.25   -20.25    2009   0.115   0.092   0.222   0.214
   142.25   -20.25    2010   0.114   0.094   0.263   0.245
