      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.964   0.965   0.964
    41.75    60.75    1981   0.940   0.927   0.946   0.942
    41.75    60.75    1982   0.964   0.960   0.967   0.964
    41.75    60.75    1983   0.963   0.962   0.963   0.962
    41.75    60.75    1984   0.955   0.957   0.955   0.957
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.963   0.962   0.963   0.962
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.952   0.950   0.952   0.950
    41.75    60.75    1989   0.940   0.943   0.940   0.943
    41.75    60.75    1990   0.967   0.959   0.967   0.959
    41.75    60.75    1991   0.959   0.960   0.962   0.962
    41.75    60.75    1992   0.962   0.961   0.967   0.966
    41.75    60.75    1993   0.968   0.961   0.968   0.961
    41.75    60.75    1994   0.963   0.962   0.966   0.965
    41.75    60.75    1995   0.937   0.947   0.939   0.949
    41.75    60.75    1996   0.967   0.966   0.968   0.967
    41.75    60.75    1997   0.947   0.947   0.961   0.960
    41.75    60.75    1998   0.962   0.962   0.962   0.962
    41.75    60.75    1999   0.917   0.931   0.939   0.948
    41.75    60.75    2000   0.954   0.957   0.961   0.961
    41.75    60.75    2001   0.951   0.951   0.966   0.965
    41.75    60.75    2002   0.961   0.960   0.965   0.964
    41.75    60.75    2003   0.961   0.958   0.967   0.965
    41.75    60.75    2004   0.966   0.966   0.969   0.968
    41.75    60.75    2005   0.961   0.959   0.965   0.964
    41.75    60.75    2006   0.964   0.963   0.966   0.966
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.968   0.956   0.968   0.956
    41.75    60.75    2009   0.966   0.965   0.967   0.966
    41.75    60.75    2010   0.927   0.873   0.945   0.937
   142.25   -20.25    1980   0.491   0.478   0.843   0.758
   142.25   -20.25    1981   0.485   0.468   0.810   0.722
   142.25   -20.25    1982   0.483   0.473   0.845   0.763
   142.25   -20.25    1983   0.478   0.466   0.851   0.774
   142.25   -20.25    1984   0.487   0.466   0.880   0.724
   142.25   -20.25    1985   0.471   0.459   0.934   0.792
   142.25   -20.25    1986   0.452   0.447   0.842   0.772
   142.25   -20.25    1987   0.470   0.462   0.811   0.766
   142.25   -20.25    1988   0.471   0.466   0.881   0.825
   142.25   -20.25    1989   0.498   0.487   0.774   0.726
   142.25   -20.25    1990   0.496   0.482   0.898   0.831
   142.25   -20.25    1991   0.480   0.460   0.941   0.852
   142.25   -20.25    1992   0.467   0.460   0.886   0.822
   142.25   -20.25    1993   0.502   0.486   0.830   0.742
   142.25   -20.25    1994   0.463   0.457   0.821   0.736
   142.25   -20.25    1995   0.476   0.466   0.916   0.868
   142.25   -20.25    1996   0.500   0.484   0.871   0.802
   142.25   -20.25    1997   0.498   0.481   0.916   0.864
   142.25   -20.25    1998   0.543   0.525   0.930   0.880
   142.25   -20.25    1999   0.561   0.526   0.945   0.824
   142.25   -20.25    2000   0.581   0.552   0.916   0.852
   142.25   -20.25    2001   0.549   0.527   0.946   0.892
   142.25   -20.25    2002   0.478   0.467   0.951   0.915
   142.25   -20.25    2003   0.504   0.491   0.910   0.859
   142.25   -20.25    2004   0.496   0.484   0.898   0.842
   142.25   -20.25    2005   0.481   0.471   0.951   0.921
   142.25   -20.25    2006   0.557   0.531   0.903   0.874
   142.25   -20.25    2007   0.529   0.510   0.936   0.899
   142.25   -20.25    2008   0.496   0.481   0.963   0.884
   142.25   -20.25    2009   0.584   0.544   0.949   0.925
   142.25   -20.25    2010   0.593   0.553   0.918   0.846
