      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.249   0.293   0.252   0.296
    41.75    60.75    1981   0.184   0.246   0.203   0.272
    41.75    60.75    1982   0.279   0.322   0.303   0.345
    41.75    60.75    1983   0.265   0.322   0.268   0.324
    41.75    60.75    1984   0.201   0.295   0.202   0.297
    41.75    60.75    1985   0.275   0.344   0.277   0.346
    41.75    60.75    1986   0.242   0.296   0.244   0.299
    41.75    60.75    1987   0.239   0.295   0.238   0.294
    41.75    60.75    1988   0.227   0.280   0.233   0.285
    41.75    60.75    1989   0.221   0.285   0.224   0.288
    41.75    60.75    1990   0.297   0.331   0.298   0.331
    41.75    60.75    1991   0.266   0.307   0.276   0.318
    41.75    60.75    1992   0.306   0.356   0.339   0.391
    41.75    60.75    1993   0.339   0.386   0.339   0.386
    41.75    60.75    1994   0.301   0.332   0.326   0.355
    41.75    60.75    1995   0.174   0.254   0.176   0.258
    41.75    60.75    1996   0.324   0.383   0.328   0.390
    41.75    60.75    1997   0.254   0.296   0.291   0.332
    41.75    60.75    1998   0.282   0.352   0.283   0.353
    41.75    60.75    1999   0.208   0.281   0.236   0.317
    41.75    60.75    2000   0.236   0.319   0.263   0.347
    41.75    60.75    2001   0.284   0.352   0.359   0.424
    41.75    60.75    2002   0.305   0.372   0.344   0.409
    41.75    60.75    2003   0.274   0.331   0.324   0.375
    41.75    60.75    2004   0.324   0.378   0.366   0.414
    41.75    60.75    2005   0.283   0.359   0.309   0.389
    41.75    60.75    2006   0.324   0.366   0.348   0.388
    41.75    60.75    2007   0.342   0.405   0.354   0.421
    41.75    60.75    2008   0.374   0.419   0.374   0.420
    41.75    60.75    2009   0.359   0.416   0.370   0.426
    41.75    60.75    2010   0.191   0.243   0.225   0.325
   142.25   -20.25    1980   0.074   0.045   0.294   0.280
   142.25   -20.25    1981   0.070   0.054   0.244   0.220
   142.25   -20.25    1982   0.057   0.039   0.275   0.250
   142.25   -20.25    1983   0.047   0.030   0.215   0.221
   142.25   -20.25    1984   0.074   0.056   0.253   0.234
   142.25   -20.25    1985   0.050   0.035   0.213   0.235
   142.25   -20.25    1986   0.040   0.023   0.265   0.249
   142.25   -20.25    1987   0.053   0.037   0.261   0.237
   142.25   -20.25    1988   0.044   0.025   0.228   0.226
   142.25   -20.25    1989   0.074   0.057   0.235   0.217
   142.25   -20.25    1990   0.075   0.061   0.250   0.258
   142.25   -20.25    1991   0.066   0.050   0.159   0.223
   142.25   -20.25    1992   0.055   0.041   0.242   0.246
   142.25   -20.25    1993   0.085   0.068   0.301   0.276
   142.25   -20.25    1994   0.062   0.046   0.286   0.265
   142.25   -20.25    1995   0.063   0.043   0.232   0.249
   142.25   -20.25    1996   0.080   0.053   0.293   0.274
   142.25   -20.25    1997   0.088   0.069   0.283   0.285
   142.25   -20.25    1998   0.102   0.072   0.281   0.287
   142.25   -20.25    1999   0.109   0.085   0.297   0.301
   142.25   -20.25    2000   0.139   0.117   0.323   0.326
   142.25   -20.25    2001   0.138   0.113   0.345   0.352
   142.25   -20.25    2002   0.075   0.049   0.267   0.287
   142.25   -20.25    2003   0.077   0.059   0.258   0.266
   142.25   -20.25    2004   0.089   0.063   0.298   0.301
   142.25   -20.25    2005   0.080   0.049   0.225   0.243
   142.25   -20.25    2006   0.107   0.081   0.287   0.284
   142.25   -20.25    2007   0.114   0.093   0.276   0.283
   142.25   -20.25    2008   0.114   0.092   0.212   0.314
   142.25   -20.25    2009   0.161   0.134   0.300   0.276
   142.25   -20.25    2010   0.161   0.137   0.349   0.341
