      Lon      Lat    Year     Total
    41.75    60.75    1980     0.007
    41.75    60.75    1981     0.921
    41.75    60.75    1982     2.374
    41.75    60.75    1983     0.000
    41.75    60.75    1984     0.000
    41.75    60.75    1985     0.026
    41.75    60.75    1986     0.142
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.000
    41.75    60.75    1989     0.000
    41.75    60.75    1990     0.018
    41.75    60.75    1991     0.521
    41.75    60.75    1992     3.117
    41.75    60.75    1993     0.000
    41.75    60.75    1994     1.939
    41.75    60.75    1995     0.041
    41.75    60.75    1996     1.384
    41.75    60.75    1997     2.571
    41.75    60.75    1998     0.000
    41.75    60.75    1999     0.884
    41.75    60.75    2000     0.999
    41.75    60.75    2001     4.032
    41.75    60.75    2002     1.681
    41.75    60.75    2003     2.189
    41.75    60.75    2004     2.157
    41.75    60.75    2005     1.501
    41.75    60.75    2006     1.453
    41.75    60.75    2007     1.011
    41.75    60.75    2008     0.524
    41.75    60.75    2009     0.738
    41.75    60.75    2010     2.135
   142.25   -20.25    1980    15.031
   142.25   -20.25    1981    12.831
   142.25   -20.25    1982    21.281
   142.25   -20.25    1983    21.526
   142.25   -20.25    1984    21.918
   142.25   -20.25    1985    21.241
   142.25   -20.25    1986    16.923
   142.25   -20.25    1987    17.889
   142.25   -20.25    1988    16.727
   142.25   -20.25    1989    17.554
   142.25   -20.25    1990    35.316
   142.25   -20.25    1991    21.532
   142.25   -20.25    1992    18.868
   142.25   -20.25    1993    13.131
   142.25   -20.25    1994    29.017
   142.25   -20.25    1995    16.166
   142.25   -20.25    1996    15.625
   142.25   -20.25    1997    19.362
   142.25   -20.25    1998    19.203
   142.25   -20.25    1999    16.241
   142.25   -20.25    2000    12.959
   142.25   -20.25    2001    24.383
   142.25   -20.25    2002    29.983
   142.25   -20.25    2003    22.562
   142.25   -20.25    2004    27.573
   142.25   -20.25    2005    23.057
   142.25   -20.25    2006    30.501
   142.25   -20.25    2007    32.986
   142.25   -20.25    2008    26.520
   142.25   -20.25    2009    23.264
   142.25   -20.25    2010     9.469
