      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.279   0.316   0.282   0.319
    41.75    60.75    1981   0.199   0.265   0.216   0.290
    41.75    60.75    1982   0.319   0.365   0.347   0.389
    41.75    60.75    1983   0.302   0.334   0.306   0.334
    41.75    60.75    1984   0.233   0.303   0.234   0.305
    41.75    60.75    1985   0.303   0.382   0.305   0.383
    41.75    60.75    1986   0.286   0.336   0.290   0.339
    41.75    60.75    1987   0.269   0.319   0.269   0.319
    41.75    60.75    1988   0.244   0.295   0.249   0.298
    41.75    60.75    1989   0.232   0.291   0.235   0.292
    41.75    60.75    1990   0.336   0.377   0.338   0.378
    41.75    60.75    1991   0.303   0.324   0.317   0.334
    41.75    60.75    1992   0.335   0.387   0.373   0.421
    41.75    60.75    1993   0.374   0.422   0.374   0.422
    41.75    60.75    1994   0.339   0.373   0.363   0.389
    41.75    60.75    1995   0.197   0.260   0.202   0.266
    41.75    60.75    1996   0.359   0.426   0.365   0.433
    41.75    60.75    1997   0.282   0.328   0.318   0.356
    41.75    60.75    1998   0.299   0.361   0.300   0.362
    41.75    60.75    1999   0.224   0.306   0.247   0.332
    41.75    60.75    2000   0.256   0.347   0.279   0.371
    41.75    60.75    2001   0.322   0.394   0.389   0.449
    41.75    60.75    2002   0.347   0.415   0.379   0.446
    41.75    60.75    2003   0.303   0.360   0.348   0.389
    41.75    60.75    2004   0.371   0.417   0.400   0.436
    41.75    60.75    2005   0.316   0.381   0.356   0.405
    41.75    60.75    2006   0.358   0.394   0.384   0.414
    41.75    60.75    2007   0.368   0.422   0.380   0.433
    41.75    60.75    2008   0.424   0.483   0.424   0.483
    41.75    60.75    2009   0.392   0.445   0.406   0.453
    41.75    60.75    2010   0.204   0.253   0.243   0.328
   142.25   -20.25    1980   0.066   0.051   0.545   0.447
   142.25   -20.25    1981   0.073   0.058   0.480   0.387
   142.25   -20.25    1982   0.054   0.041   0.485   0.410
   142.25   -20.25    1983   0.055   0.041   0.388   0.372
   142.25   -20.25    1984   0.071   0.053   0.502   0.384
   142.25   -20.25    1985   0.059   0.044   0.430   0.398
   142.25   -20.25    1986   0.032   0.024   0.449   0.392
   142.25   -20.25    1987   0.051   0.039   0.396   0.318
   142.25   -20.25    1988   0.039   0.030   0.444   0.397
   142.25   -20.25    1989   0.084   0.069   0.383   0.312
   142.25   -20.25    1990   0.094   0.074   0.516   0.484
   142.25   -20.25    1991   0.057   0.042   0.441   0.456
   142.25   -20.25    1992   0.058   0.046   0.487   0.441
   142.25   -20.25    1993   0.088   0.069   0.512   0.403
   142.25   -20.25    1994   0.057   0.046   0.462   0.353
   142.25   -20.25    1995   0.060   0.046   0.505   0.492
   142.25   -20.25    1996   0.076   0.057   0.542   0.472
   142.25   -20.25    1997   0.094   0.074   0.561   0.526
   142.25   -20.25    1998   0.114   0.092   0.586   0.579
   142.25   -20.25    1999   0.129   0.101   0.573   0.503
   142.25   -20.25    2000   0.176   0.144   0.622   0.605
   142.25   -20.25    2001   0.148   0.120   0.673   0.691
   142.25   -20.25    2002   0.067   0.050   0.566   0.562
   142.25   -20.25    2003   0.081   0.063   0.523   0.495
   142.25   -20.25    2004   0.083   0.067   0.581   0.548
   142.25   -20.25    2005   0.063   0.054   0.548   0.558
   142.25   -20.25    2006   0.134   0.105   0.553   0.507
   142.25   -20.25    2007   0.105   0.091   0.591   0.594
   142.25   -20.25    2008   0.109   0.092   0.562   0.619
   142.25   -20.25    2009   0.179   0.146   0.668   0.632
   142.25   -20.25    2010   0.197   0.168   0.669   0.658
