      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.161   0.192   0.161   0.192
    41.75    60.75    1981   0.118   0.159   0.119   0.162
    41.75    60.75    1982   0.193   0.222   0.199   0.227
    41.75    60.75    1983   0.162   0.201   0.162   0.199
    41.75    60.75    1984   0.137   0.192   0.137   0.192
    41.75    60.75    1985   0.174   0.219   0.174   0.219
    41.75    60.75    1986   0.158   0.199   0.158   0.199
    41.75    60.75    1987   0.156   0.190   0.156   0.190
    41.75    60.75    1988   0.136   0.172   0.136   0.172
    41.75    60.75    1989   0.144   0.185   0.144   0.185
    41.75    60.75    1990   0.190   0.213   0.190   0.213
    41.75    60.75    1991   0.175   0.208   0.177   0.210
    41.75    60.75    1992   0.208   0.245   0.216   0.252
    41.75    60.75    1993   0.220   0.250   0.220   0.250
    41.75    60.75    1994   0.200   0.222   0.207   0.227
    41.75    60.75    1995   0.125   0.159   0.125   0.159
    41.75    60.75    1996   0.214   0.252   0.215   0.254
    41.75    60.75    1997   0.176   0.206   0.186   0.214
    41.75    60.75    1998   0.175   0.217   0.175   0.217
    41.75    60.75    1999   0.140   0.189   0.144   0.194
    41.75    60.75    2000   0.158   0.218   0.164   0.223
    41.75    60.75    2001   0.200   0.249   0.227   0.271
    41.75    60.75    2002   0.212   0.257   0.218   0.261
    41.75    60.75    2003   0.189   0.223   0.204   0.232
    41.75    60.75    2004   0.225   0.254   0.238   0.262
    41.75    60.75    2005   0.186   0.249   0.190   0.253
    41.75    60.75    2006   0.219   0.242   0.223   0.245
    41.75    60.75    2007   0.225   0.267   0.229   0.272
    41.75    60.75    2008   0.249   0.279   0.249   0.279
    41.75    60.75    2009   0.233   0.274   0.234   0.275
    41.75    60.75    2010   0.131   0.161   0.140   0.186
   142.25   -20.25    1980   0.032   0.023   0.170   0.111
   142.25   -20.25    1981   0.041   0.026   0.149   0.091
   142.25   -20.25    1982   0.029   0.019   0.151   0.095
   142.25   -20.25    1983   0.022   0.018   0.135   0.079
   142.25   -20.25    1984   0.042   0.025   0.207   0.096
   142.25   -20.25    1985   0.028   0.017   0.209   0.101
   142.25   -20.25    1986   0.023   0.012   0.174   0.107
   142.25   -20.25    1987   0.029   0.019   0.153   0.101
   142.25   -20.25    1988   0.021   0.014   0.179   0.108
   142.25   -20.25    1989   0.040   0.032   0.137   0.088
   142.25   -20.25    1990   0.043   0.032   0.213   0.135
   142.25   -20.25    1991   0.038   0.022   0.229   0.161
   142.25   -20.25    1992   0.030   0.022   0.191   0.125
   142.25   -20.25    1993   0.046   0.032   0.189   0.114
   142.25   -20.25    1994   0.032   0.021   0.148   0.090
   142.25   -20.25    1995   0.030   0.021   0.236   0.163
   142.25   -20.25    1996   0.037   0.025   0.218   0.133
   142.25   -20.25    1997   0.047   0.033   0.253   0.180
   142.25   -20.25    1998   0.050   0.043   0.265   0.185
   142.25   -20.25    1999   0.059   0.046   0.272   0.142
   142.25   -20.25    2000   0.077   0.063   0.276   0.190
   142.25   -20.25    2001   0.069   0.052   0.305   0.254
   142.25   -20.25    2002   0.033   0.021   0.288   0.232
   142.25   -20.25    2003   0.046   0.032   0.256   0.170
   142.25   -20.25    2004   0.044   0.033   0.259   0.175
   142.25   -20.25    2005   0.033   0.024   0.303   0.275
   142.25   -20.25    2006   0.058   0.048   0.255   0.185
   142.25   -20.25    2007   0.063   0.045   0.302   0.261
   142.25   -20.25    2008   0.061   0.044   0.321   0.236
   142.25   -20.25    2009   0.093   0.072   0.342   0.310
   142.25   -20.25    2010   0.092   0.081   0.314   0.218
