      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.964   0.965   0.964
    41.75    60.75    1981   0.937   0.937   0.947   0.950
    41.75    60.75    1982   0.963   0.960   0.968   0.964
    41.75    60.75    1983   0.963   0.963   0.964   0.963
    41.75    60.75    1984   0.956   0.957   0.956   0.957
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.964   0.963   0.965   0.964
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.954   0.955   0.955   0.955
    41.75    60.75    1989   0.944   0.944   0.944   0.944
    41.75    60.75    1990   0.968   0.960   0.968   0.960
    41.75    60.75    1991   0.959   0.960   0.963   0.962
    41.75    60.75    1992   0.960   0.960   0.967   0.966
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.962   0.961   0.967   0.965
    41.75    60.75    1995   0.939   0.948   0.942   0.950
    41.75    60.75    1996   0.967   0.967   0.968   0.968
    41.75    60.75    1997   0.945   0.946   0.962   0.961
    41.75    60.75    1998   0.964   0.964   0.964   0.964
    41.75    60.75    1999   0.919   0.936   0.944   0.950
    41.75    60.75    2000   0.955   0.959   0.962   0.964
    41.75    60.75    2001   0.948   0.953   0.967   0.966
    41.75    60.75    2002   0.959   0.962   0.966   0.966
    41.75    60.75    2003   0.960   0.960   0.967   0.966
    41.75    60.75    2004   0.966   0.966   0.969   0.969
    41.75    60.75    2005   0.959   0.960   0.965   0.965
    41.75    60.75    2006   0.963   0.963   0.967   0.966
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.968   0.956   0.969   0.956
    41.75    60.75    2009   0.966   0.966   0.967   0.967
    41.75    60.75    2010   0.920   0.885   0.947   0.943
   142.25   -20.25    1980   0.492   0.480   0.851   0.766
   142.25   -20.25    1981   0.490   0.469   0.817   0.730
   142.25   -20.25    1982   0.493   0.474   0.857   0.771
   142.25   -20.25    1983   0.478   0.467   0.875   0.782
   142.25   -20.25    1984   0.493   0.467   0.895   0.733
   142.25   -20.25    1985   0.474   0.460   0.931   0.800
   142.25   -20.25    1986   0.456   0.447   0.862   0.778
   142.25   -20.25    1987   0.471   0.463   0.814   0.773
   142.25   -20.25    1988   0.472   0.466   0.895   0.831
   142.25   -20.25    1989   0.499   0.488   0.781   0.733
   142.25   -20.25    1990   0.497   0.484   0.909   0.837
   142.25   -20.25    1991   0.487   0.461   0.943   0.860
   142.25   -20.25    1992   0.469   0.461   0.894   0.829
   142.25   -20.25    1993   0.506   0.488   0.838   0.751
   142.25   -20.25    1994   0.465   0.457   0.831   0.743
   142.25   -20.25    1995   0.478   0.467   0.923   0.875
   142.25   -20.25    1996   0.501   0.486   0.877   0.810
   142.25   -20.25    1997   0.507   0.483   0.922   0.872
   142.25   -20.25    1998   0.548   0.527   0.937   0.886
   142.25   -20.25    1999   0.568   0.529   0.944   0.831
   142.25   -20.25    2000   0.585   0.556   0.924   0.859
   142.25   -20.25    2001   0.557   0.530   0.945   0.907
   142.25   -20.25    2002   0.480   0.468   0.950   0.928
   142.25   -20.25    2003   0.510   0.492   0.917   0.865
   142.25   -20.25    2004   0.500   0.485   0.909   0.849
   142.25   -20.25    2005   0.483   0.472   0.948   0.932
   142.25   -20.25    2006   0.565   0.533   0.914   0.879
   142.25   -20.25    2007   0.533   0.512   0.938   0.909
   142.25   -20.25    2008   0.506   0.482   0.960   0.897
   142.25   -20.25    2009   0.598   0.546   0.944   0.932
   142.25   -20.25    2010   0.602   0.556   0.925   0.855
