      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.957   0.956   0.957   0.956
    41.75    60.75    1981   0.914   0.908   0.919   0.917
    41.75    60.75    1982   0.959   0.957   0.964   0.960
    41.75    60.75    1983   0.951   0.950   0.951   0.950
    41.75    60.75    1984   0.933   0.938   0.933   0.938
    41.75    60.75    1985   0.965   0.965   0.965   0.965
    41.75    60.75    1986   0.954   0.953   0.955   0.953
    41.75    60.75    1987   0.961   0.961   0.961   0.961
    41.75    60.75    1988   0.931   0.927   0.931   0.927
    41.75    60.75    1989   0.905   0.908   0.905   0.908
    41.75    60.75    1990   0.964   0.955   0.964   0.955
    41.75    60.75    1991   0.946   0.947   0.949   0.949
    41.75    60.75    1992   0.956   0.955   0.962   0.961
    41.75    60.75    1993   0.966   0.958   0.966   0.958
    41.75    60.75    1994   0.956   0.954   0.961   0.959
    41.75    60.75    1995   0.904   0.924   0.904   0.924
    41.75    60.75    1996   0.964   0.963   0.965   0.965
    41.75    60.75    1997   0.931   0.934   0.949   0.947
    41.75    60.75    1998   0.953   0.954   0.953   0.954
    41.75    60.75    1999   0.884   0.910   0.901   0.921
    41.75    60.75    2000   0.944   0.949   0.951   0.953
    41.75    60.75    2001   0.940   0.945   0.960   0.958
    41.75    60.75    2002   0.955   0.956   0.959   0.959
    41.75    60.75    2003   0.953   0.953   0.961   0.958
    41.75    60.75    2004   0.962   0.963   0.966   0.965
    41.75    60.75    2005   0.952   0.954   0.957   0.957
    41.75    60.75    2006   0.959   0.958   0.962   0.960
    41.75    60.75    2007   0.965   0.963   0.966   0.964
    41.75    60.75    2008   0.967   0.954   0.967   0.954
    41.75    60.75    2009   0.961   0.961   0.962   0.962
    41.75    60.75    2010   0.891   0.842   0.911   0.901
   142.25   -20.25    1980   0.475   0.467   0.695   0.622
   142.25   -20.25    1981   0.473   0.461   0.659   0.587
   142.25   -20.25    1982   0.475   0.466   0.692   0.620
   142.25   -20.25    1983   0.467   0.459   0.700   0.616
   142.25   -20.25    1984   0.472   0.458   0.741   0.593
   142.25   -20.25    1985   0.463   0.454   0.811   0.637
   142.25   -20.25    1986   0.451   0.443   0.708   0.629
   142.25   -20.25    1987   0.462   0.456   0.706   0.636
   142.25   -20.25    1988   0.465   0.460   0.763   0.678
   142.25   -20.25    1989   0.484   0.476   0.663   0.599
   142.25   -20.25    1990   0.478   0.469   0.761   0.671
   142.25   -20.25    1991   0.468   0.454   0.875   0.702
   142.25   -20.25    1992   0.459   0.454   0.745   0.661
   142.25   -20.25    1993   0.483   0.473   0.691   0.607
   142.25   -20.25    1994   0.455   0.450   0.677   0.603
   142.25   -20.25    1995   0.464   0.458   0.798   0.713
   142.25   -20.25    1996   0.482   0.472   0.742   0.655
   142.25   -20.25    1997   0.481   0.470   0.807   0.720
   142.25   -20.25    1998   0.518   0.504   0.819   0.740
   142.25   -20.25    1999   0.530   0.506   0.853   0.681
   142.25   -20.25    2000   0.542   0.521   0.801   0.704
   142.25   -20.25    2001   0.515   0.499   0.847   0.759
   142.25   -20.25    2002   0.465   0.456   0.878   0.788
   142.25   -20.25    2003   0.491   0.482   0.804   0.718
   142.25   -20.25    2004   0.481   0.473   0.779   0.697
   142.25   -20.25    2005   0.468   0.460   0.872   0.804
   142.25   -20.25    2006   0.530   0.510   0.818   0.749
   142.25   -20.25    2007   0.506   0.493   0.840   0.764
   142.25   -20.25    2008   0.477   0.468   0.945   0.744
   142.25   -20.25    2009   0.544   0.520   0.888   0.822
   142.25   -20.25    2010   0.550   0.526   0.795   0.689
