      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   116.3698    15.6491     0.0000     0.0161     0.0041     0.0000
    41.75    60.75    1981   105.2750    11.5140     0.0000     0.0212     0.0104     0.0000
    41.75    60.75    1982   101.6102     0.0090     0.0000     0.0227     0.0116     0.0000
    41.75    60.75    1983    99.9417     7.7216     0.0000     0.0184     0.0084     0.0000
    41.75    60.75    1984   105.1748     6.8195     0.0000     0.0285     0.0191     0.0001
    41.75    60.75    1985   100.7245    13.8171     0.0000     0.0372     0.0271     0.0000
    41.75    60.75    1986   107.5436     6.4400     0.0000     0.0439     0.0313     0.0001
    41.75    60.75    1987   111.3582    11.7745     0.0000     0.0447     0.0351     0.0000
    41.75    60.75    1988   103.3972    13.3195     0.0000     0.0382     0.0212     0.0000
    41.75    60.75    1989    97.2980     6.1519     0.0000     0.0184     0.0091     0.0001
    41.75    60.75    1990    93.0739     8.8329     0.0000     0.0121     0.0026     0.0000
    41.75    60.75    1991    88.1858     9.8984     0.0000     0.0324     0.0236     0.0000
    41.75    60.75    1992    87.4017    24.2093     0.0131     0.0471     0.0339     0.0000
    41.75    60.75    1993    92.5853     7.3314     0.0000     0.0120     0.0028     0.0000
    41.75    60.75    1994    94.6964    12.6803     0.0000     0.0210     0.0120     0.0000
    41.75    60.75    1995    95.7514    11.2666     0.0000     0.0243     0.0158     0.0000
    41.75    60.75    1996    94.9018     8.1284     0.0000     0.0548     0.0477     0.0000
    41.75    60.75    1997    96.6516    15.2433     0.0000     0.0144     0.0046     0.0000
    41.75    60.75    1998    99.7642     5.8356     0.0000     0.0201     0.0109     0.0000
    41.75    60.75    1999    92.4102    14.5109     0.0000     0.0191     0.0102     0.0000
    41.75    60.75    2000    89.5211     9.1072     0.0000     0.0336     0.0253     0.0000
    41.75    60.75    2001    85.0947    15.6111     0.0000     0.0381     0.0308     0.0000
    41.75    60.75    2002    82.2907    19.3160     0.0000     0.0168     0.0087     0.0000
    41.75    60.75    2003    84.2638     9.4353     0.0000     0.0159     0.0072     0.0000
    41.75    60.75    2004    78.7814     7.6421     0.0000     0.0181     0.0103     0.0000
    41.75    60.75    2005    74.3780    14.6196     0.0000     0.0319     0.0250     0.0000
    41.75    60.75    2006    74.6165     6.7499     0.0000     0.0284     0.0192     0.0000
    41.75    60.75    2007    72.9893    10.3556     0.0000     0.0120     0.0048     0.0000
    41.75    60.75    2008    73.4775     5.0626     0.0000     0.0293     0.0220     0.0000
    41.75    60.75    2009    73.2590     7.9107     0.0000     0.0375     0.0307     0.0000
    41.75    60.75    2010    74.8290     9.9067     0.0000     0.0454     0.0402     0.0000
   142.25   -20.25    1980    13.9249    53.0687     1.0147     0.0746     0.0754     0.0001
   142.25   -20.25    1981    13.2697    45.6967     1.0316     0.0865     0.0875     0.0001
   142.25   -20.25    1982    15.5005    50.9646     0.9028     0.0684     0.0690     0.0000
   142.25   -20.25    1983    14.7279    50.7182     1.1511     0.0882     0.0892     0.0001
   142.25   -20.25    1984    15.6419    43.4955     0.8044     0.0890     0.0897     0.0001
   142.25   -20.25    1985    14.1881    52.7011     2.5036     0.1062     0.1126     0.0005
   142.25   -20.25    1986    14.2874    64.8747     1.6129     0.0938     0.0959     0.0001
   142.25   -20.25    1987    13.8911    50.4510     2.5930     0.0546     0.0626     0.0015
   142.25   -20.25    1988    14.6829    51.1196     5.5605     0.0455     0.1039     0.0152
   142.25   -20.25    1989    17.1980    42.5310     1.3850     0.1473     0.1492     0.0002
   142.25   -20.25    1990    13.1149    40.1606     0.8819     0.0704     0.0714     0.0001
   142.25   -20.25    1991    14.3413    45.3278     0.6918     0.0547     0.0550     0.0000
   142.25   -20.25    1992    14.7411    52.0891     2.6069     0.0836     0.0905     0.0007
   142.25   -20.25    1993    15.8292    47.9971     2.5187     0.1064     0.1154     0.0010
   142.25   -20.25    1994    15.3767    52.0450     0.6394     0.0497     0.0499     0.0000
   142.25   -20.25    1995    14.3347    47.9869     2.5674     0.0614     0.0700     0.0012
   142.25   -20.25    1996    13.1047    46.8208     1.7162     0.1038     0.1071     0.0003
   142.25   -20.25    1997    17.8171    31.4875     4.2450     0.0340     0.0882     0.0286
   142.25   -20.25    1998    12.0339    34.7326     2.4097     0.0591     0.0665     0.0089
   142.25   -20.25    1999    15.2212    35.8809     3.5709     0.0479     0.0752     0.0088
   142.25   -20.25    2000    17.0117    24.0983     4.4168     0.0181     0.0921     0.0931
   142.25   -20.25    2001    13.6256    35.7614     2.1248     0.0753     0.0854     0.0013
   142.25   -20.25    2002    15.2406    49.1349     0.7903     0.0451     0.0455     0.0000
   142.25   -20.25    2003    15.5826    46.7567     3.6351     0.0700     0.0882     0.0049
   142.25   -20.25    2004    16.3738    38.2724     3.5771     0.0579     0.0851     0.0126
   142.25   -20.25    2005    13.1761    50.3812     1.5329     0.0884     0.0915     0.0002
   142.25   -20.25    2006    15.0417    40.2051     0.7437     0.0500     0.0505     0.0000
   142.25   -20.25    2007    13.6205    30.4387     3.1065     0.0407     0.0680     0.0105
   142.25   -20.25    2008    13.8395    40.5044     1.5140     0.0514     0.0548     0.0004
   142.25   -20.25    2009    16.5811    41.5325     2.5917     0.0638     0.0727     0.0043
   142.25   -20.25    2010    17.4761    19.6222     3.9818     0.0130     0.0983     0.0860
