      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.177   0.205   0.177   0.205
    41.75    60.75    1981   0.122   0.167   0.124   0.171
    41.75    60.75    1982   0.213   0.238   0.221   0.244
    41.75    60.75    1983   0.173   0.201   0.173   0.201
    41.75    60.75    1984   0.138   0.195   0.138   0.195
    41.75    60.75    1985   0.188   0.231   0.188   0.231
    41.75    60.75    1986   0.169   0.204   0.169   0.204
    41.75    60.75    1987   0.169   0.200   0.169   0.200
    41.75    60.75    1988   0.142   0.181   0.142   0.181
    41.75    60.75    1989   0.150   0.185   0.150   0.185
    41.75    60.75    1990   0.204   0.225   0.204   0.225
    41.75    60.75    1991   0.182   0.218   0.183   0.220
    41.75    60.75    1992   0.224   0.251   0.231   0.258
    41.75    60.75    1993   0.241   0.259   0.241   0.259
    41.75    60.75    1994   0.220   0.232   0.228   0.238
    41.75    60.75    1995   0.131   0.171   0.131   0.171
    41.75    60.75    1996   0.233   0.269   0.235   0.271
    41.75    60.75    1997   0.190   0.220   0.199   0.229
    41.75    60.75    1998   0.185   0.220   0.185   0.220
    41.75    60.75    1999   0.145   0.201   0.148   0.203
    41.75    60.75    2000   0.165   0.224   0.172   0.230
    41.75    60.75    2001   0.212   0.260   0.242   0.284
    41.75    60.75    2002   0.228   0.270   0.235   0.275
    41.75    60.75    2003   0.199   0.229   0.214   0.239
    41.75    60.75    2004   0.242   0.270   0.257   0.279
    41.75    60.75    2005   0.200   0.250   0.205   0.252
    41.75    60.75    2006   0.237   0.256   0.241   0.258
    41.75    60.75    2007   0.235   0.269   0.239   0.274
    41.75    60.75    2008   0.271   0.300   0.271   0.300
    41.75    60.75    2009   0.249   0.287   0.250   0.288
    41.75    60.75    2010   0.136   0.166   0.143   0.194
   142.25   -20.25    1980   0.035   0.027   0.186   0.125
   142.25   -20.25    1981   0.039   0.032   0.165   0.103
   142.25   -20.25    1982   0.030   0.022   0.167   0.108
   142.25   -20.25    1983   0.027   0.021   0.151   0.093
   142.25   -20.25    1984   0.040   0.028   0.229   0.109
   142.25   -20.25    1985   0.027   0.024   0.259   0.116
   142.25   -20.25    1986   0.020   0.014   0.187   0.122
   142.25   -20.25    1987   0.029   0.021   0.167   0.114
   142.25   -20.25    1988   0.024   0.016   0.200   0.123
   142.25   -20.25    1989   0.048   0.037   0.148   0.100
   142.25   -20.25    1990   0.049   0.036   0.239   0.153
   142.25   -20.25    1991   0.034   0.023   0.321   0.179
   142.25   -20.25    1992   0.033   0.025   0.217   0.141
   142.25   -20.25    1993   0.047   0.035   0.207   0.127
   142.25   -20.25    1994   0.032   0.025   0.163   0.102
   142.25   -20.25    1995   0.032   0.024   0.279   0.183
   142.25   -20.25    1996   0.039   0.028   0.236   0.149
   142.25   -20.25    1997   0.049   0.038   0.305   0.197
   142.25   -20.25    1998   0.062   0.047   0.302   0.203
   142.25   -20.25    1999   0.068   0.052   0.331   0.158
   142.25   -20.25    2000   0.090   0.069   0.320   0.208
   142.25   -20.25    2001   0.073   0.057   0.378   0.276
   142.25   -20.25    2002   0.035   0.025   0.362   0.253
   142.25   -20.25    2003   0.047   0.036   0.294   0.189
   142.25   -20.25    2004   0.047   0.036   0.293   0.195
   142.25   -20.25    2005   0.038   0.028   0.394   0.302
   142.25   -20.25    2006   0.073   0.054   0.297   0.204
   142.25   -20.25    2007   0.065   0.049   0.388   0.285
   142.25   -20.25    2008   0.062   0.048   0.438   0.257
   142.25   -20.25    2009   0.100   0.079   0.443   0.342
   142.25   -20.25    2010   0.108   0.088   0.377   0.239
