      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.965   0.965   0.965
    41.75    60.75    1981   0.942   0.941   0.949   0.951
    41.75    60.75    1982   0.964   0.961   0.968   0.964
    41.75    60.75    1983   0.963   0.963   0.963   0.963
    41.75    60.75    1984   0.956   0.957   0.956   0.957
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.963   0.963   0.964   0.963
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.955   0.954   0.956   0.954
    41.75    60.75    1989   0.944   0.945   0.944   0.945
    41.75    60.75    1990   0.968   0.960   0.968   0.960
    41.75    60.75    1991   0.960   0.960   0.963   0.962
    41.75    60.75    1992   0.962   0.962   0.967   0.966
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.963   0.962   0.967   0.966
    41.75    60.75    1995   0.939   0.948   0.941   0.950
    41.75    60.75    1996   0.967   0.967   0.968   0.968
    41.75    60.75    1997   0.950   0.950   0.962   0.961
    41.75    60.75    1998   0.963   0.963   0.963   0.963
    41.75    60.75    1999   0.925   0.938   0.943   0.950
    41.75    60.75    2000   0.957   0.960   0.962   0.963
    41.75    60.75    2001   0.953   0.956   0.967   0.966
    41.75    60.75    2002   0.961   0.962   0.966   0.965
    41.75    60.75    2003   0.961   0.961   0.967   0.966
    41.75    60.75    2004   0.966   0.967   0.969   0.969
    41.75    60.75    2005   0.960   0.961   0.965   0.965
    41.75    60.75    2006   0.964   0.964   0.967   0.966
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.969   0.956   0.969   0.956
    41.75    60.75    2009   0.966   0.966   0.967   0.967
    41.75    60.75    2010   0.926   0.895   0.947   0.943
   142.25   -20.25    1980   0.500   0.480   0.897   0.768
   142.25   -20.25    1981   0.554   0.472   0.843   0.730
   142.25   -20.25    1982   0.532   0.474   0.894   0.779
   142.25   -20.25    1983   0.501   0.469   0.906   0.811
   142.25   -20.25    1984   0.549   0.469   0.913   0.733
   142.25   -20.25    1985   0.505   0.464   0.942   0.823
   142.25   -20.25    1986   0.490   0.447   0.900   0.799
   142.25   -20.25    1987   0.513   0.463   0.863   0.782
   142.25   -20.25    1988   0.481   0.466   0.922   0.858
   142.25   -20.25    1989   0.534   0.489   0.819   0.734
   142.25   -20.25    1990   0.503   0.484   0.930   0.874
   142.25   -20.25    1991   0.540   0.465   0.949   0.873
   142.25   -20.25    1992   0.497   0.461   0.920   0.851
   142.25   -20.25    1993   0.569   0.488   0.876   0.752
   142.25   -20.25    1994   0.496   0.458   0.873   0.745
   142.25   -20.25    1995   0.495   0.467   0.937   0.897
   142.25   -20.25    1996   0.514   0.486   0.913   0.822
   142.25   -20.25    1997   0.560   0.485   0.939   0.894
   142.25   -20.25    1998   0.569   0.527   0.945   0.910
   142.25   -20.25    1999   0.610   0.539   0.954   0.850
   142.25   -20.25    2000   0.606   0.556   0.940   0.892
   142.25   -20.25    2001   0.585   0.533   0.952   0.928
   142.25   -20.25    2002   0.499   0.468   0.956   0.938
   142.25   -20.25    2003   0.565   0.492   0.930   0.884
   142.25   -20.25    2004   0.536   0.485   0.926   0.868
   142.25   -20.25    2005   0.493   0.472   0.953   0.939
   142.25   -20.25    2006   0.604   0.536   0.933   0.899
   142.25   -20.25    2007   0.589   0.512   0.945   0.917
   142.25   -20.25    2008   0.559   0.485   0.963   0.913
   142.25   -20.25    2009   0.692   0.556   0.952   0.934
   142.25   -20.25    2010   0.670   0.568   0.936   0.877
