      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.178   0.216   0.178   0.216
    41.75    60.75    1981   0.127   0.183   0.128   0.186
    41.75    60.75    1982   0.218   0.260   0.225   0.265
    41.75    60.75    1983   0.174   0.226   0.174   0.226
    41.75    60.75    1984   0.145   0.208   0.145   0.208
    41.75    60.75    1985   0.191   0.246   0.191   0.246
    41.75    60.75    1986   0.170   0.219   0.170   0.219
    41.75    60.75    1987   0.170   0.211   0.170   0.211
    41.75    60.75    1988   0.149   0.190   0.150   0.190
    41.75    60.75    1989   0.154   0.203   0.154   0.203
    41.75    60.75    1990   0.212   0.249   0.212   0.249
    41.75    60.75    1991   0.189   0.235   0.191   0.237
    41.75    60.75    1992   0.225   0.270   0.232   0.277
    41.75    60.75    1993   0.241   0.285   0.241   0.285
    41.75    60.75    1994   0.223   0.252   0.229   0.258
    41.75    60.75    1995   0.132   0.173   0.132   0.173
    41.75    60.75    1996   0.234   0.281   0.235   0.283
    41.75    60.75    1997   0.192   0.231   0.202   0.238
    41.75    60.75    1998   0.185   0.239   0.185   0.239
    41.75    60.75    1999   0.151   0.214   0.156   0.220
    41.75    60.75    2000   0.170   0.243   0.176   0.252
    41.75    60.75    2001   0.219   0.283   0.246   0.302
    41.75    60.75    2002   0.237   0.293   0.240   0.299
    41.75    60.75    2003   0.202   0.247   0.217   0.254
    41.75    60.75    2004   0.247   0.283   0.258   0.290
    41.75    60.75    2005   0.198   0.271   0.201   0.275
    41.75    60.75    2006   0.240   0.266   0.244   0.269
    41.75    60.75    2007   0.239   0.296   0.244   0.299
    41.75    60.75    2008   0.275   0.322   0.275   0.322
    41.75    60.75    2009   0.250   0.298   0.251   0.299
    41.75    60.75    2010   0.137   0.173   0.145   0.201
   142.25   -20.25    1980   0.032   0.023   0.170   0.111
   142.25   -20.25    1981   0.036   0.029   0.149   0.091
   142.25   -20.25    1982   0.027   0.019   0.151   0.095
   142.25   -20.25    1983   0.024   0.019   0.133   0.079
   142.25   -20.25    1984   0.037   0.025   0.210   0.096
   142.25   -20.25    1985   0.025   0.022   0.234   0.101
   142.25   -20.25    1986   0.017   0.012   0.171   0.107
   142.25   -20.25    1987   0.027   0.019   0.154   0.101
   142.25   -20.25    1988   0.022   0.014   0.181   0.108
   142.25   -20.25    1989   0.044   0.032   0.137   0.088
   142.25   -20.25    1990   0.044   0.032   0.215   0.135
   142.25   -20.25    1991   0.031   0.021   0.371   0.161
   142.25   -20.25    1992   0.030   0.022   0.196   0.125
   142.25   -20.25    1993   0.044   0.032   0.191   0.114
   142.25   -20.25    1994   0.029   0.021   0.149   0.090
   142.25   -20.25    1995   0.029   0.021   0.252   0.163
   142.25   -20.25    1996   0.036   0.025   0.216   0.133
   142.25   -20.25    1997   0.045   0.034   0.283   0.180
   142.25   -20.25    1998   0.057   0.043   0.281   0.185
   142.25   -20.25    1999   0.064   0.047   0.319   0.142
   142.25   -20.25    2000   0.084   0.063   0.306   0.190
   142.25   -20.25    2001   0.068   0.052   0.384   0.256
   142.25   -20.25    2002   0.032   0.021   0.374   0.231
   142.25   -20.25    2003   0.044   0.032   0.275   0.170
   142.25   -20.25    2004   0.044   0.033   0.270   0.176
   142.25   -20.25    2005   0.034   0.024   0.401   0.278
   142.25   -20.25    2006   0.068   0.048   0.274   0.185
   142.25   -20.25    2007   0.060   0.045   0.392   0.261
   142.25   -20.25    2008   0.058   0.044   0.514   0.236
   142.25   -20.25    2009   0.096   0.073   0.475   0.314
   142.25   -20.25    2010   0.106   0.082   0.366   0.218
