      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.194   0.221   0.194   0.220
    41.75    60.75    1981   0.139   0.185   0.144   0.191
    41.75    60.75    1982   0.240   0.270   0.255   0.281
    41.75    60.75    1983   0.204   0.237   0.204   0.237
    41.75    60.75    1984   0.152   0.209   0.152   0.209
    41.75    60.75    1985   0.220   0.267   0.220   0.267
    41.75    60.75    1986   0.189   0.219   0.189   0.219
    41.75    60.75    1987   0.186   0.218   0.186   0.218
    41.75    60.75    1988   0.165   0.197   0.165   0.197
    41.75    60.75    1989   0.154   0.191   0.154   0.191
    41.75    60.75    1990   0.231   0.248   0.231   0.248
    41.75    60.75    1991   0.198   0.225   0.201   0.227
    41.75    60.75    1992   0.263   0.293   0.280   0.307
    41.75    60.75    1993   0.276   0.298   0.276   0.298
    41.75    60.75    1994   0.248   0.265   0.262   0.275
    41.75    60.75    1995   0.134   0.177   0.134   0.178
    41.75    60.75    1996   0.274   0.310   0.277   0.315
    41.75    60.75    1997   0.206   0.237   0.224   0.250
    41.75    60.75    1998   0.217   0.260   0.217   0.260
    41.75    60.75    1999   0.158   0.207   0.164   0.213
    41.75    60.75    2000   0.186   0.248   0.196   0.257
    41.75    60.75    2001   0.236   0.284   0.281   0.319
    41.75    60.75    2002   0.257   0.298   0.271   0.308
    41.75    60.75    2003   0.228   0.265   0.256   0.282
    41.75    60.75    2004   0.276   0.311   0.300   0.328
    41.75    60.75    2005   0.228   0.282   0.237   0.290
    41.75    60.75    2006   0.267   0.286   0.275   0.292
    41.75    60.75    2007   0.278   0.314   0.285   0.321
    41.75    60.75    2008   0.310   0.339   0.311   0.340
    41.75    60.75    2009   0.293   0.328   0.296   0.331
    41.75    60.75    2010   0.150   0.179   0.162   0.210
   142.25   -20.25    1980   0.039   0.022   0.177   0.104
   142.25   -20.25    1981   0.042   0.031   0.156   0.083
   142.25   -20.25    1982   0.032   0.022   0.160   0.091
   142.25   -20.25    1983   0.025   0.018   0.154   0.077
   142.25   -20.25    1984   0.042   0.030   0.189   0.088
   142.25   -20.25    1985   0.030   0.020   0.203   0.100
   142.25   -20.25    1986   0.023   0.016   0.177   0.105
   142.25   -20.25    1987   0.030   0.021   0.166   0.097
   142.25   -20.25    1988   0.026   0.014   0.175   0.106
   142.25   -20.25    1989   0.043   0.032   0.149   0.080
   142.25   -20.25    1990   0.045   0.028   0.200   0.133
   142.25   -20.25    1991   0.038   0.027   0.218   0.143
   142.25   -20.25    1992   0.033   0.024   0.180   0.117
   142.25   -20.25    1993   0.047   0.035   0.198   0.107
   142.25   -20.25    1994   0.035   0.026   0.164   0.085
   142.25   -20.25    1995   0.034   0.022   0.208   0.150
   142.25   -20.25    1996   0.042   0.024   0.207   0.127
   142.25   -20.25    1997   0.049   0.036   0.228   0.169
   142.25   -20.25    1998   0.056   0.037   0.238   0.177
   142.25   -20.25    1999   0.060   0.042   0.250   0.140
   142.25   -20.25    2000   0.076   0.055   0.253   0.189
   142.25   -20.25    2001   0.072   0.052   0.291   0.230
   142.25   -20.25    2002   0.039   0.023   0.262   0.207
   142.25   -20.25    2003   0.046   0.034   0.227   0.160
   142.25   -20.25    2004   0.050   0.036   0.234   0.165
   142.25   -20.25    2005   0.044   0.026   0.264   0.220
   142.25   -20.25    2006   0.061   0.042   0.223   0.166
   142.25   -20.25    2007   0.065   0.047   0.267   0.211
   142.25   -20.25    2008   0.063   0.049   0.304   0.210
   142.25   -20.25    2009   0.094   0.073   0.285   0.231
   142.25   -20.25    2010   0.093   0.074   0.287   0.205
