      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.967   0.967   0.968   0.967
    41.75    60.75    1981   0.951   0.949   0.959   0.959
    41.75    60.75    1982   0.966   0.963   0.969   0.965
    41.75    60.75    1983   0.967   0.966   0.967   0.967
    41.75    60.75    1984   0.963   0.964   0.963   0.964
    41.75    60.75    1985   0.969   0.969   0.969   0.969
    41.75    60.75    1986   0.966   0.966   0.967   0.967
    41.75    60.75    1987   0.968   0.968   0.968   0.968
    41.75    60.75    1988   0.961   0.961   0.963   0.962
    41.75    60.75    1989   0.958   0.956   0.958   0.956
    41.75    60.75    1990   0.969   0.961   0.969   0.961
    41.75    60.75    1991   0.964   0.964   0.967   0.966
    41.75    60.75    1992   0.964   0.964   0.968   0.968
    41.75    60.75    1993   0.969   0.962   0.969   0.962
    41.75    60.75    1994   0.965   0.965   0.969   0.968
    41.75    60.75    1995   0.954   0.957   0.957   0.961
    41.75    60.75    1996   0.969   0.968   0.969   0.969
    41.75    60.75    1997   0.954   0.955   0.967   0.966
    41.75    60.75    1998   0.967   0.966   0.967   0.966
    41.75    60.75    1999   0.934   0.947   0.958   0.960
    41.75    60.75    2000   0.961   0.962   0.966   0.966
    41.75    60.75    2001   0.955   0.957   0.968   0.968
    41.75    60.75    2002   0.963   0.964   0.968   0.968
    41.75    60.75    2003   0.964   0.963   0.969   0.968
    41.75    60.75    2004   0.968   0.968   0.970   0.969
    41.75    60.75    2005   0.963   0.964   0.968   0.968
    41.75    60.75    2006   0.966   0.966   0.968   0.968
    41.75    60.75    2007   0.969   0.969   0.970   0.969
    41.75    60.75    2008   0.969   0.957   0.969   0.957
    41.75    60.75    2009   0.968   0.968   0.969   0.968
    41.75    60.75    2010   0.939   0.913   0.959   0.957
   142.25   -20.25    1980   0.521   0.501   0.932   0.898
   142.25   -20.25    1981   0.500   0.483   0.907   0.873
   142.25   -20.25    1982   0.503   0.488   0.936   0.900
   142.25   -20.25    1983   0.490   0.479   0.931   0.900
   142.25   -20.25    1984   0.501   0.483   0.944   0.871
   142.25   -20.25    1985   0.479   0.468   0.951   0.906
   142.25   -20.25    1986   0.459   0.453   0.926   0.888
   142.25   -20.25    1987   0.485   0.474   0.892   0.868
   142.25   -20.25    1988   0.481   0.474   0.943   0.918
   142.25   -20.25    1989   0.519   0.506   0.884   0.852
   142.25   -20.25    1990   0.524   0.506   0.947   0.927
   142.25   -20.25    1991   0.485   0.471   0.957   0.931
   142.25   -20.25    1992   0.480   0.471   0.944   0.921
   142.25   -20.25    1993   0.534   0.512   0.917   0.871
   142.25   -20.25    1994   0.479   0.470   0.918   0.874
   142.25   -20.25    1995   0.495   0.482   0.950   0.939
   142.25   -20.25    1996   0.530   0.508   0.936   0.907
   142.25   -20.25    1997   0.525   0.504   0.950   0.936
   142.25   -20.25    1998   0.587   0.561   0.957   0.948
   142.25   -20.25    1999   0.595   0.564   0.959   0.924
   142.25   -20.25    2000   0.643   0.607   0.953   0.934
   142.25   -20.25    2001   0.610   0.578   0.960   0.952
   142.25   -20.25    2002   0.506   0.487   0.959   0.955
   142.25   -20.25    2003   0.522   0.506   0.948   0.933
   142.25   -20.25    2004   0.524   0.505   0.947   0.929
   142.25   -20.25    2005   0.500   0.489   0.959   0.956
   142.25   -20.25    2006   0.599   0.565   0.948   0.933
   142.25   -20.25    2007   0.558   0.541   0.956   0.949
   142.25   -20.25    2008   0.526   0.508   0.963   0.948
   142.25   -20.25    2009   0.629   0.588   0.959   0.955
   142.25   -20.25    2010   0.642   0.599   0.952   0.935
