      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.214   0.238   0.214   0.238
    41.75    60.75    1981   0.148   0.196   0.153   0.200
    41.75    60.75    1982   0.270   0.305   0.286   0.314
    41.75    60.75    1983   0.222   0.252   0.222   0.252
    41.75    60.75    1984   0.165   0.213   0.165   0.213
    41.75    60.75    1985   0.238   0.288   0.238   0.288
    41.75    60.75    1986   0.211   0.240   0.212   0.240
    41.75    60.75    1987   0.206   0.236   0.206   0.236
    41.75    60.75    1988   0.175   0.206   0.175   0.206
    41.75    60.75    1989   0.162   0.196   0.162   0.197
    41.75    60.75    1990   0.258   0.278   0.258   0.278
    41.75    60.75    1991   0.218   0.233   0.221   0.235
    41.75    60.75    1992   0.283   0.310   0.302   0.323
    41.75    60.75    1993   0.298   0.322   0.298   0.322
    41.75    60.75    1994   0.275   0.289   0.289   0.297
    41.75    60.75    1995   0.143   0.188   0.143   0.188
    41.75    60.75    1996   0.300   0.336   0.303   0.341
    41.75    60.75    1997   0.224   0.253   0.243   0.263
    41.75    60.75    1998   0.227   0.268   0.227   0.268
    41.75    60.75    1999   0.166   0.220   0.172   0.225
    41.75    60.75    2000   0.198   0.257   0.208   0.264
    41.75    60.75    2001   0.261   0.312   0.300   0.338
    41.75    60.75    2002   0.281   0.326   0.294   0.333
    41.75    60.75    2003   0.247   0.278   0.271   0.292
    41.75    60.75    2004   0.304   0.335   0.324   0.348
    41.75    60.75    2005   0.241   0.292   0.252   0.298
    41.75    60.75    2006   0.290   0.306   0.299   0.311
    41.75    60.75    2007   0.294   0.324   0.301   0.330
    41.75    60.75    2008   0.343   0.380   0.343   0.380
    41.75    60.75    2009   0.316   0.345   0.319   0.346
    41.75    60.75    2010   0.158   0.185   0.171   0.216
   142.25   -20.25    1980   0.035   0.027   0.196   0.125
   142.25   -20.25    1981   0.044   0.032   0.168   0.103
   142.25   -20.25    1982   0.034   0.022   0.174   0.108
   142.25   -20.25    1983   0.028   0.021   0.168   0.093
   142.25   -20.25    1984   0.046   0.028   0.227   0.109
   142.25   -20.25    1985   0.032   0.022   0.260   0.116
   142.25   -20.25    1986   0.022   0.014   0.200   0.122
   142.25   -20.25    1987   0.029   0.021   0.175   0.114
   142.25   -20.25    1988   0.024   0.016   0.208   0.124
   142.25   -20.25    1989   0.047   0.037   0.151   0.100
   142.25   -20.25    1990   0.049   0.036   0.252   0.153
   142.25   -20.25    1991   0.044   0.023   0.314   0.174
   142.25   -20.25    1992   0.032   0.025   0.220   0.140
   142.25   -20.25    1993   0.049   0.035   0.210   0.127
   142.25   -20.25    1994   0.033   0.025   0.168   0.103
   142.25   -20.25    1995   0.032   0.024   0.264   0.183
   142.25   -20.25    1996   0.039   0.028   0.240   0.149
   142.25   -20.25    1997   0.055   0.038   0.297   0.198
   142.25   -20.25    1998   0.059   0.047   0.301   0.203
   142.25   -20.25    1999   0.068   0.052   0.329   0.158
   142.25   -20.25    2000   0.086   0.069   0.328   0.208
   142.25   -20.25    2001   0.076   0.057   0.384   0.277
   142.25   -20.25    2002   0.035   0.025   0.365   0.260
   142.25   -20.25    2003   0.051   0.036   0.286   0.189
   142.25   -20.25    2004   0.048   0.036   0.288   0.195
   142.25   -20.25    2005   0.036   0.028   0.373   0.298
   142.25   -20.25    2006   0.069   0.054   0.285   0.205
   142.25   -20.25    2007   0.070   0.049   0.366   0.282
   142.25   -20.25    2008   0.069   0.048   0.462   0.261
   142.25   -20.25    2009   0.111   0.079   0.410   0.324
   142.25   -20.25    2010   0.110   0.087   0.364   0.241
