      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.965   0.964   0.965   0.965
    41.75    60.75    1981   0.939   0.939   0.949   0.951
    41.75    60.75    1982   0.964   0.961   0.968   0.964
    41.75    60.75    1983   0.963   0.963   0.964   0.963
    41.75    60.75    1984   0.956   0.957   0.956   0.957
    41.75    60.75    1985   0.968   0.968   0.968   0.968
    41.75    60.75    1986   0.964   0.963   0.964   0.964
    41.75    60.75    1987   0.966   0.966   0.966   0.966
    41.75    60.75    1988   0.955   0.955   0.956   0.955
    41.75    60.75    1989   0.945   0.945   0.945   0.945
    41.75    60.75    1990   0.968   0.960   0.968   0.960
    41.75    60.75    1991   0.960   0.960   0.963   0.963
    41.75    60.75    1992   0.961   0.960   0.967   0.966
    41.75    60.75    1993   0.969   0.961   0.969   0.961
    41.75    60.75    1994   0.962   0.962   0.967   0.966
    41.75    60.75    1995   0.941   0.948   0.943   0.950
    41.75    60.75    1996   0.967   0.967   0.968   0.968
    41.75    60.75    1997   0.946   0.948   0.962   0.961
    41.75    60.75    1998   0.964   0.964   0.964   0.964
    41.75    60.75    1999   0.922   0.938   0.945   0.951
    41.75    60.75    2000   0.956   0.960   0.962   0.964
    41.75    60.75    2001   0.951   0.954   0.967   0.966
    41.75    60.75    2002   0.960   0.962   0.966   0.966
    41.75    60.75    2003   0.960   0.960   0.967   0.966
    41.75    60.75    2004   0.966   0.966   0.969   0.969
    41.75    60.75    2005   0.959   0.960   0.965   0.965
    41.75    60.75    2006   0.964   0.963   0.967   0.967
    41.75    60.75    2007   0.968   0.967   0.969   0.968
    41.75    60.75    2008   0.969   0.956   0.969   0.956
    41.75    60.75    2009   0.966   0.966   0.967   0.967
    41.75    60.75    2010   0.922   0.890   0.948   0.944
   142.25   -20.25    1980   0.523   0.480   0.893   0.795
   142.25   -20.25    1981   0.541   0.479   0.864   0.741
   142.25   -20.25    1982   0.533   0.483   0.893   0.795
   142.25   -20.25    1983   0.508   0.471   0.902   0.824
   142.25   -20.25    1984   0.537   0.477   0.916   0.745
   142.25   -20.25    1985   0.509   0.467   0.937   0.840
   142.25   -20.25    1986   0.483   0.452   0.894   0.818
   142.25   -20.25    1987   0.511   0.464   0.869   0.804
   142.25   -20.25    1988   0.500   0.466   0.918   0.869
   142.25   -20.25    1989   0.552   0.494   0.837   0.748
   142.25   -20.25    1990   0.508   0.484   0.925   0.884
   142.25   -20.25    1991   0.527   0.476   0.947   0.876
   142.25   -20.25    1992   0.504   0.463   0.917   0.866
   142.25   -20.25    1993   0.561   0.493   0.877   0.771
   142.25   -20.25    1994   0.503   0.463   0.876   0.754
   142.25   -20.25    1995   0.514   0.468   0.933   0.905
   142.25   -20.25    1996   0.545   0.486   0.908   0.836
   142.25   -20.25    1997   0.555   0.498   0.934   0.904
   142.25   -20.25    1998   0.596   0.536   0.943   0.910
   142.25   -20.25    1999   0.624   0.544   0.949   0.862
   142.25   -20.25    2000   0.635   0.566   0.935   0.900
   142.25   -20.25    2001   0.613   0.537   0.947   0.929
   142.25   -20.25    2002   0.513   0.468   0.952   0.938
   142.25   -20.25    2003   0.557   0.500   0.930   0.888
   142.25   -20.25    2004   0.549   0.491   0.925   0.876
   142.25   -20.25    2005   0.522   0.473   0.951   0.939
   142.25   -20.25    2006   0.625   0.542   0.932   0.906
   142.25   -20.25    2007   0.593   0.517   0.943   0.922
   142.25   -20.25    2008   0.556   0.499   0.961   0.917
   142.25   -20.25    2009   0.673   0.568   0.948   0.936
   142.25   -20.25    2010   0.664   0.579   0.934   0.885
