      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.239   0.285   0.239   0.286
    41.75    60.75    1981   0.175   0.240   0.187   0.255
    41.75    60.75    1982   0.300   0.350   0.320   0.367
    41.75    60.75    1983   0.248   0.303   0.248   0.303
    41.75    60.75    1984   0.182   0.274   0.182   0.274
    41.75    60.75    1985   0.275   0.345   0.276   0.345
    41.75    60.75    1986   0.225   0.277   0.225   0.278
    41.75    60.75    1987   0.224   0.281   0.224   0.281
    41.75    60.75    1988   0.215   0.263   0.216   0.263
    41.75    60.75    1989   0.199   0.258   0.199   0.258
    41.75    60.75    1990   0.301   0.335   0.302   0.336
    41.75    60.75    1991   0.248   0.293   0.254   0.298
    41.75    60.75    1992   0.311   0.358   0.333   0.381
    41.75    60.75    1993   0.337   0.382   0.337   0.382
    41.75    60.75    1994   0.309   0.341   0.327   0.357
    41.75    60.75    1995   0.158   0.237   0.158   0.239
    41.75    60.75    1996   0.317   0.384   0.319   0.391
    41.75    60.75    1997   0.253   0.296   0.274   0.319
    41.75    60.75    1998   0.265   0.334   0.265   0.334
    41.75    60.75    1999   0.201   0.271   0.214   0.288
    41.75    60.75    2000   0.230   0.315   0.248   0.332
    41.75    60.75    2001   0.291   0.365   0.348   0.411
    41.75    60.75    2002   0.321   0.384   0.347   0.403
    41.75    60.75    2003   0.274   0.325   0.313   0.353
    41.75    60.75    2004   0.340   0.384   0.374   0.409
    41.75    60.75    2005   0.273   0.349   0.289   0.366
    41.75    60.75    2006   0.325   0.360   0.336   0.369
    41.75    60.75    2007   0.327   0.384   0.338   0.395
    41.75    60.75    2008   0.383   0.441   0.383   0.442
    41.75    60.75    2009   0.349   0.404   0.354   0.408
    41.75    60.75    2010   0.180   0.223   0.207   0.279
   142.25   -20.25    1980   0.042   0.032   0.322   0.210
   142.25   -20.25    1981   0.059   0.035   0.288   0.179
   142.25   -20.25    1982   0.041   0.025   0.291   0.189
   142.25   -20.25    1983   0.034   0.024   0.259   0.172
   142.25   -20.25    1984   0.061   0.034   0.331   0.183
   142.25   -20.25    1985   0.038   0.024   0.314   0.207
   142.25   -20.25    1986   0.030   0.015   0.279   0.208
   142.25   -20.25    1987   0.040   0.025   0.244   0.184
   142.25   -20.25    1988   0.027   0.019   0.288   0.213
   142.25   -20.25    1989   0.058   0.044   0.220   0.165
   142.25   -20.25    1990   0.061   0.045   0.345   0.280
   142.25   -20.25    1991   0.055   0.028   0.300   0.304
   142.25   -20.25    1992   0.040   0.029   0.305   0.252
   142.25   -20.25    1993   0.067   0.044   0.325   0.215
   142.25   -20.25    1994   0.043   0.028   0.277   0.174
   142.25   -20.25    1995   0.040   0.028   0.342   0.322
   142.25   -20.25    1996   0.052   0.034   0.361   0.256
   142.25   -20.25    1997   0.069   0.045   0.372   0.344
   142.25   -20.25    1998   0.072   0.059   0.408   0.357
   142.25   -20.25    1999   0.087   0.065   0.407   0.268
   142.25   -20.25    2000   0.112   0.091   0.432   0.363
   142.25   -20.25    2001   0.097   0.075   0.480   0.440
   142.25   -20.25    2002   0.044   0.030   0.410   0.386
   142.25   -20.25    2003   0.062   0.042   0.355   0.319
   142.25   -20.25    2004   0.061   0.044   0.386   0.331
   142.25   -20.25    2005   0.045   0.034   0.393   0.415
   142.25   -20.25    2006   0.085   0.068   0.356   0.329
   142.25   -20.25    2007   0.092   0.061   0.413   0.409
   142.25   -20.25    2008   0.088   0.059   0.387   0.419
   142.25   -20.25    2009   0.138   0.098   0.443   0.457
   142.25   -20.25    2010   0.138   0.111   0.468   0.410
