      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.197   0.257   0.197   0.258
    41.75    60.75    1981   0.143   0.232   0.148   0.253
    41.75    60.75    1982   0.226   0.271   0.239   0.284
    41.75    60.75    1983   0.202   0.268   0.202   0.268
    41.75    60.75    1984   0.164   0.268   0.164   0.268
    41.75    60.75    1985   0.214   0.287   0.214   0.287
    41.75    60.75    1986   0.194   0.257   0.195   0.255
    41.75    60.75    1987   0.189   0.258   0.189   0.258
    41.75    60.75    1988   0.176   0.258   0.176   0.258
    41.75    60.75    1989   0.185   0.268   0.185   0.268
    41.75    60.75    1990   0.236   0.279   0.236   0.279
    41.75    60.75    1991   0.221   0.296   0.227   0.304
    41.75    60.75    1992   0.249   0.301   0.267   0.321
    41.75    60.75    1993   0.260   0.320   0.260   0.320
    41.75    60.75    1994   0.243   0.281   0.258   0.295
    41.75    60.75    1995   0.151   0.218   0.151   0.220
    41.75    60.75    1996   0.250   0.324   0.251   0.329
    41.75    60.75    1997   0.211   0.263   0.232   0.286
    41.75    60.75    1998   0.216   0.286   0.216   0.286
    41.75    60.75    1999   0.180   0.265   0.193   0.281
    41.75    60.75    2000   0.190   0.295   0.202   0.319
    41.75    60.75    2001   0.238   0.318   0.284   0.373
    41.75    60.75    2002   0.262   0.343   0.281   0.365
    41.75    60.75    2003   0.219   0.281   0.247   0.310
    41.75    60.75    2004   0.269   0.318   0.294   0.339
    41.75    60.75    2005   0.224   0.325   0.235   0.338
    41.75    60.75    2006   0.269   0.328   0.278   0.342
    41.75    60.75    2007   0.265   0.339   0.272   0.351
    41.75    60.75    2008   0.304   0.359   0.304   0.360
    41.75    60.75    2009   0.283   0.350   0.287   0.353
    41.75    60.75    2010   0.150   0.216   0.164   0.290
   142.25   -20.25    1980   0.040   0.029   0.303   0.194
   142.25   -20.25    1981   0.043   0.036   0.266   0.165
   142.25   -20.25    1982   0.035   0.023   0.278   0.172
   142.25   -20.25    1983   0.027   0.023   0.244   0.154
   142.25   -20.25    1984   0.050   0.031   0.360   0.169
   142.25   -20.25    1985   0.031   0.024   0.283   0.189
   142.25   -20.25    1986   0.020   0.013   0.281   0.194
   142.25   -20.25    1987   0.030   0.022   0.227   0.170
   142.25   -20.25    1988   0.024   0.017   0.283   0.197
   142.25   -20.25    1989   0.052   0.041   0.205   0.151
   142.25   -20.25    1990   0.057   0.041   0.340   0.252
   142.25   -20.25    1991   0.046   0.025   0.225   0.292
   142.25   -20.25    1992   0.034   0.027   0.311   0.235
   142.25   -20.25    1993   0.058   0.041   0.324   0.198
   142.25   -20.25    1994   0.036   0.025   0.260   0.160
   142.25   -20.25    1995   0.035   0.026   0.349   0.309
   142.25   -20.25    1996   0.046   0.031   0.370   0.235
   142.25   -20.25    1997   0.060   0.042   0.372   0.324
   142.25   -20.25    1998   0.072   0.055   0.422   0.333
   142.25   -20.25    1999   0.081   0.060   0.372   0.251
   142.25   -20.25    2000   0.112   0.085   0.427   0.336
   142.25   -20.25    2001   0.091   0.070   0.450   0.449
   142.25   -20.25    2002   0.040   0.027   0.362   0.400
   142.25   -20.25    2003   0.054   0.039   0.369   0.299
   142.25   -20.25    2004   0.054   0.041   0.410   0.313
   142.25   -20.25    2005   0.040   0.031   0.364   0.463
   142.25   -20.25    2006   0.076   0.063   0.382   0.313
   142.25   -20.25    2007   0.077   0.057   0.378   0.464
   142.25   -20.25    2008   0.078   0.056   0.265   0.420
   142.25   -20.25    2009   0.118   0.093   0.417   0.531
   142.25   -20.25    2010   0.120   0.107   0.495   0.391
