      Lon      Lat    Year     Total
    41.75    60.75    1980     0.351
    41.75    60.75    1981     1.616
    41.75    60.75    1982     2.935
    41.75    60.75    1983     0.070
    41.75    60.75    1984     0.026
    41.75    60.75    1985     0.186
    41.75    60.75    1986     0.467
    41.75    60.75    1987     0.000
    41.75    60.75    1988     0.022
    41.75    60.75    1989     0.015
    41.75    60.75    1990     0.182
    41.75    60.75    1991     1.034
    41.75    60.75    1992     4.254
    41.75    60.75    1993     0.000
    41.75    60.75    1994     2.611
    41.75    60.75    1995     0.444
    41.75    60.75    1996     1.698
    41.75    60.75    1997     3.898
    41.75    60.75    1998     0.000
    41.75    60.75    1999     1.909
    41.75    60.75    2000     1.718
    41.75    60.75    2001     5.474
    41.75    60.75    2002     2.726
    41.75    60.75    2003     3.086
    41.75    60.75    2004     2.843
    41.75    60.75    2005     2.565
    41.75    60.75    2006     2.286
    41.75    60.75    2007     1.413
    41.75    60.75    2008     0.629
    41.75    60.75    2009     1.227
    41.75    60.75    2010     3.340
   142.25   -20.25    1980    26.111
   142.25   -20.25    1981    23.155
   142.25   -20.25    1982    38.095
   142.25   -20.25    1983    39.414
   142.25   -20.25    1984    38.660
   142.25   -20.25    1985    36.347
   142.25   -20.25    1986    31.575
   142.25   -20.25    1987    32.544
   142.25   -20.25    1988    29.923
   142.25   -20.25    1989    31.241
   142.25   -20.25    1990    60.185
   142.25   -20.25    1991    37.500
   142.25   -20.25    1992    32.993
   142.25   -20.25    1993    24.274
   142.25   -20.25    1994    49.532
   142.25   -20.25    1995    29.597
   142.25   -20.25    1996    28.621
   142.25   -20.25    1997    33.398
   142.25   -20.25    1998    35.044
   142.25   -20.25    1999    27.975
   142.25   -20.25    2000    24.492
   142.25   -20.25    2001    41.810
   142.25   -20.25    2002    49.591
   142.25   -20.25    2003    38.966
   142.25   -20.25    2004    44.080
   142.25   -20.25    2005    39.086
   142.25   -20.25    2006    50.773
   142.25   -20.25    2007    49.278
   142.25   -20.25    2008    44.141
   142.25   -20.25    2009    38.820
   142.25   -20.25    2010    19.297
