      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.220   0.273   0.220   0.274
    41.75    60.75    1981   0.157   0.222   0.165   0.237
    41.75    60.75    1982   0.254   0.295   0.273   0.312
    41.75    60.75    1983   0.223   0.284   0.224   0.284
    41.75    60.75    1984   0.170   0.273   0.170   0.271
    41.75    60.75    1985   0.244   0.311   0.243   0.311
    41.75    60.75    1986   0.209   0.265   0.210   0.266
    41.75    60.75    1987   0.206   0.263   0.206   0.263
    41.75    60.75    1988   0.193   0.247   0.193   0.247
    41.75    60.75    1989   0.192   0.276   0.192   0.276
    41.75    60.75    1990   0.261   0.300   0.261   0.300
    41.75    60.75    1991   0.230   0.291   0.235   0.299
    41.75    60.75    1992   0.277   0.325   0.296   0.349
    41.75    60.75    1993   0.297   0.343   0.297   0.343
    41.75    60.75    1994   0.269   0.305   0.288   0.322
    41.75    60.75    1995   0.155   0.227   0.156   0.229
    41.75    60.75    1996   0.287   0.347   0.290   0.354
    41.75    60.75    1997   0.229   0.276   0.254   0.300
    41.75    60.75    1998   0.239   0.306   0.239   0.306
    41.75    60.75    1999   0.188   0.259   0.199   0.277
    41.75    60.75    2000   0.205   0.302   0.221   0.317
    41.75    60.75    2001   0.254   0.328   0.311   0.379
    41.75    60.75    2002   0.282   0.346   0.305   0.367
    41.75    60.75    2003   0.244   0.299   0.278   0.328
    41.75    60.75    2004   0.299   0.346   0.332   0.372
    41.75    60.75    2005   0.246   0.332   0.259   0.346
    41.75    60.75    2006   0.295   0.338   0.307   0.346
    41.75    60.75    2007   0.297   0.361   0.306   0.373
    41.75    60.75    2008   0.335   0.389   0.335   0.390
    41.75    60.75    2009   0.315   0.375   0.319   0.378
    41.75    60.75    2010   0.163   0.207   0.182   0.267
   142.25   -20.25    1980   0.039   0.029   0.298   0.194
   142.25   -20.25    1981   0.052   0.031   0.266   0.165
   142.25   -20.25    1982   0.039   0.023   0.276   0.172
   142.25   -20.25    1983   0.029   0.021   0.236   0.154
   142.25   -20.25    1984   0.053   0.031   0.326   0.169
   142.25   -20.25    1985   0.035   0.020   0.265   0.189
   142.25   -20.25    1986   0.028   0.013   0.262   0.194
   142.25   -20.25    1987   0.036   0.022   0.227   0.170
   142.25   -20.25    1988   0.024   0.017   0.263   0.197
   142.25   -20.25    1989   0.050   0.041   0.205   0.151
   142.25   -20.25    1990   0.057   0.041   0.312   0.252
   142.25   -20.25    1991   0.048   0.026   0.210   0.292
   142.25   -20.25    1992   0.038   0.027   0.280   0.235
   142.25   -20.25    1993   0.061   0.041   0.310   0.198
   142.25   -20.25    1994   0.039   0.025   0.260   0.160
   142.25   -20.25    1995   0.039   0.026   0.306   0.309
   142.25   -20.25    1996   0.049   0.031   0.350   0.235
   142.25   -20.25    1997   0.062   0.041   0.333   0.324
   142.25   -20.25    1998   0.065   0.055   0.382   0.333
   142.25   -20.25    1999   0.078   0.060   0.346   0.251
   142.25   -20.25    2000   0.103   0.085   0.397   0.336
   142.25   -20.25    2001   0.092   0.070   0.417   0.424
   142.25   -20.25    2002   0.042   0.027   0.340   0.371
   142.25   -20.25    2003   0.056   0.039   0.330   0.299
   142.25   -20.25    2004   0.057   0.041   0.370   0.311
   142.25   -20.25    2005   0.042   0.031   0.322   0.409
   142.25   -20.25    2006   0.075   0.063   0.335   0.314
   142.25   -20.25    2007   0.086   0.057   0.344   0.414
   142.25   -20.25    2008   0.081   0.056   0.259   0.408
   142.25   -20.25    2009   0.123   0.092   0.380   0.462
   142.25   -20.25    2010   0.123   0.104   0.436   0.390
