      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.967   0.967   0.968   0.967
    41.75    60.75    1981   0.949   0.947   0.959   0.960
    41.75    60.75    1982   0.966   0.963   0.969   0.966
    41.75    60.75    1983   0.967   0.967   0.967   0.967
    41.75    60.75    1984   0.963   0.963   0.964   0.964
    41.75    60.75    1985   0.969   0.969   0.969   0.969
    41.75    60.75    1986   0.966   0.966   0.967   0.967
    41.75    60.75    1987   0.968   0.968   0.968   0.968
    41.75    60.75    1988   0.961   0.962   0.963   0.963
    41.75    60.75    1989   0.957   0.957   0.958   0.958
    41.75    60.75    1990   0.969   0.961   0.969   0.961
    41.75    60.75    1991   0.964   0.964   0.967   0.967
    41.75    60.75    1992   0.963   0.963   0.968   0.968
    41.75    60.75    1993   0.969   0.962   0.969   0.962
    41.75    60.75    1994   0.965   0.965   0.969   0.968
    41.75    60.75    1995   0.953   0.956   0.957   0.960
    41.75    60.75    1996   0.968   0.968   0.969   0.969
    41.75    60.75    1997   0.953   0.953   0.967   0.966
    41.75    60.75    1998   0.967   0.967   0.967   0.967
    41.75    60.75    1999   0.932   0.944   0.958   0.961
    41.75    60.75    2000   0.960   0.963   0.966   0.967
    41.75    60.75    2001   0.955   0.958   0.969   0.968
    41.75    60.75    2002   0.962   0.963   0.968   0.968
    41.75    60.75    2003   0.963   0.963   0.969   0.968
    41.75    60.75    2004   0.967   0.968   0.970   0.970
    41.75    60.75    2005   0.962   0.963   0.968   0.968
    41.75    60.75    2006   0.965   0.965   0.968   0.968
    41.75    60.75    2007   0.969   0.969   0.970   0.969
    41.75    60.75    2008   0.969   0.957   0.969   0.957
    41.75    60.75    2009   0.968   0.967   0.969   0.969
    41.75    60.75    2010   0.938   0.913   0.959   0.959
   142.25   -20.25    1980   0.525   0.493   0.943   0.887
   142.25   -20.25    1981   0.566   0.483   0.910   0.856
   142.25   -20.25    1982   0.549   0.483   0.943   0.897
   142.25   -20.25    1983   0.522   0.477   0.948   0.918
   142.25   -20.25    1984   0.563   0.484   0.944   0.854
   142.25   -20.25    1985   0.517   0.469   0.960   0.920
   142.25   -20.25    1986   0.494   0.451   0.940   0.897
   142.25   -20.25    1987   0.523   0.470   0.913   0.866
   142.25   -20.25    1988   0.490   0.471   0.951   0.932
   142.25   -20.25    1989   0.567   0.500   0.892   0.834
   142.25   -20.25    1990   0.524   0.498   0.957   0.943
   142.25   -20.25    1991   0.549   0.476   0.961   0.930
   142.25   -20.25    1992   0.508   0.467   0.951   0.933
   142.25   -20.25    1993   0.593   0.503   0.919   0.857
   142.25   -20.25    1994   0.511   0.466   0.934   0.859
   142.25   -20.25    1995   0.527   0.476   0.957   0.948
   142.25   -20.25    1996   0.557   0.499   0.947   0.915
   142.25   -20.25    1997   0.587   0.499   0.956   0.943
   142.25   -20.25    1998   0.622   0.549   0.960   0.953
   142.25   -20.25    1999   0.652   0.566   0.964   0.929
   142.25   -20.25    2000   0.660   0.589   0.959   0.947
   142.25   -20.25    2001   0.626   0.566   0.963   0.957
   142.25   -20.25    2002   0.535   0.479   0.964   0.961
   142.25   -20.25    2003   0.581   0.505   0.954   0.938
   142.25   -20.25    2004   0.577   0.499   0.950   0.932
   142.25   -20.25    2005   0.529   0.484   0.963   0.960
   142.25   -20.25    2006   0.652   0.560   0.953   0.939
   142.25   -20.25    2007   0.622   0.532   0.959   0.951
   142.25   -20.25    2008   0.584   0.507   0.967   0.952
   142.25   -20.25    2009   0.713   0.588   0.960   0.955
   142.25   -20.25    2010   0.706   0.600   0.956   0.939
