      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.257   0.307   0.259   0.309
    41.75    60.75    1981   0.190   0.253   0.208   0.281
    41.75    60.75    1982   0.300   0.345   0.327   0.371
    41.75    60.75    1983   0.270   0.326   0.272   0.328
    41.75    60.75    1984   0.202   0.297   0.203   0.298
    41.75    60.75    1985   0.287   0.363   0.289   0.365
    41.75    60.75    1986   0.245   0.304   0.246   0.305
    41.75    60.75    1987   0.243   0.305   0.242   0.305
    41.75    60.75    1988   0.234   0.290   0.240   0.294
    41.75    60.75    1989   0.226   0.292   0.228   0.294
    41.75    60.75    1990   0.316   0.352   0.318   0.353
    41.75    60.75    1991   0.273   0.322   0.280   0.329
    41.75    60.75    1992   0.321   0.374   0.349   0.404
    41.75    60.75    1993   0.357   0.409   0.357   0.409
    41.75    60.75    1994   0.323   0.354   0.344   0.375
    41.75    60.75    1995   0.176   0.259   0.179   0.264
    41.75    60.75    1996   0.334   0.403   0.337   0.409
    41.75    60.75    1997   0.269   0.314   0.297   0.342
    41.75    60.75    1998   0.286   0.354   0.287   0.354
    41.75    60.75    1999   0.216   0.294   0.237   0.323
    41.75    60.75    2000   0.246   0.333   0.269   0.360
    41.75    60.75    2001   0.298   0.370   0.375   0.442
    41.75    60.75    2002   0.324   0.393   0.364   0.434
    41.75    60.75    2003   0.286   0.343   0.331   0.378
    41.75    60.75    2004   0.343   0.397   0.384   0.430
    41.75    60.75    2005   0.288   0.367   0.312   0.391
    41.75    60.75    2006   0.344   0.385   0.362   0.402
    41.75    60.75    2007   0.351   0.415   0.362   0.427
    41.75    60.75    2008   0.398   0.449   0.398   0.450
    41.75    60.75    2009   0.370   0.427   0.378   0.434
    41.75    60.75    2010   0.195   0.247   0.225   0.325
   142.25   -20.25    1980   0.075   0.047   0.344   0.322
   142.25   -20.25    1981   0.077   0.047   0.291   0.257
   142.25   -20.25    1982   0.061   0.040   0.326   0.289
   142.25   -20.25    1983   0.051   0.033   0.259   0.258
   142.25   -20.25    1984   0.080   0.054   0.312   0.274
   142.25   -20.25    1985   0.055   0.033   0.269   0.278
   142.25   -20.25    1986   0.043   0.021   0.315   0.284
   142.25   -20.25    1987   0.056   0.035   0.301   0.267
   142.25   -20.25    1988   0.041   0.027   0.278   0.269
   142.25   -20.25    1989   0.080   0.063   0.276   0.245
   142.25   -20.25    1990   0.082   0.068   0.309   0.309
   142.25   -20.25    1991   0.071   0.046   0.239   0.275
   142.25   -20.25    1992   0.059   0.040   0.298   0.296
   142.25   -20.25    1993   0.091   0.066   0.352   0.307
   142.25   -20.25    1994   0.065   0.044   0.331   0.296
   142.25   -20.25    1995   0.067   0.041   0.296   0.306
   142.25   -20.25    1996   0.083   0.052   0.348   0.320
   142.25   -20.25    1997   0.095   0.073   0.348   0.340
   142.25   -20.25    1998   0.108   0.078   0.352   0.347
   142.25   -20.25    1999   0.118   0.093   0.364   0.346
   142.25   -20.25    2000   0.148   0.124   0.386   0.382
   142.25   -20.25    2001   0.146   0.119   0.421   0.418
   142.25   -20.25    2002   0.078   0.046   0.340   0.352
   142.25   -20.25    2003   0.081   0.060   0.321   0.319
   142.25   -20.25    2004   0.096   0.062   0.366   0.355
   142.25   -20.25    2005   0.084   0.046   0.302   0.317
   142.25   -20.25    2006   0.116   0.090   0.349   0.337
   142.25   -20.25    2007   0.118   0.092   0.353   0.353
   142.25   -20.25    2008   0.120   0.095   0.297   0.380
   142.25   -20.25    2009   0.170   0.141   0.385   0.358
   142.25   -20.25    2010   0.173   0.146   0.424   0.405
