      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   109.0210    16.8632     0.0000     0.0152     0.0040     0.0000
    41.75    60.75    1981   101.9401    12.2503     0.0000     0.0207     0.0103     0.0000
    41.75    60.75    1982    98.3740     0.0087     0.0000     0.0221     0.0113     0.0000
    41.75    60.75    1983    94.1352     8.4158     0.0000     0.0174     0.0079     0.0000
    41.75    60.75    1984    97.5062     7.9908     0.0000     0.0270     0.0184     0.0002
    41.75    60.75    1985    94.1900    14.5125     0.0000     0.0343     0.0248     0.0000
    41.75    60.75    1986   100.5296     7.5950     0.0000     0.0410     0.0294     0.0002
    41.75    60.75    1987   102.6588    12.2899     0.0000     0.0413     0.0324     0.0000
    41.75    60.75    1988    93.2206    13.9421     0.0000     0.0346     0.0193     0.0000
    41.75    60.75    1989    85.9782     6.7913     0.0000     0.0166     0.0084     0.0002
    41.75    60.75    1990    82.7332     9.2387     0.0000     0.0108     0.0023     0.0000
    41.75    60.75    1991    79.1226    10.5318     0.0000     0.0292     0.0213     0.0000
    41.75    60.75    1992    81.4240    26.5751     0.0164     0.0417     0.0291     0.0000
    41.75    60.75    1993    82.3161     7.9501     0.0000     0.0107     0.0026     0.0000
    41.75    60.75    1994    85.3743    13.2016     0.0000     0.0192     0.0110     0.0000
    41.75    60.75    1995    86.2406    11.7446     0.0000     0.0222     0.0146     0.0000
    41.75    60.75    1996    86.3427     8.9181     0.0000     0.0509     0.0444     0.0000
    41.75    60.75    1997    90.5890    17.6248     0.0000     0.0135     0.0043     0.0000
    41.75    60.75    1998    91.7273     6.1109     0.0000     0.0186     0.0101     0.0000
    41.75    60.75    1999    88.4890    15.7320     0.0000     0.0187     0.0102     0.0000
    41.75    60.75    2000    85.4066     9.8631     0.0000     0.0322     0.0243     0.0000
    41.75    60.75    2001    83.7007    18.4779     0.0000     0.0372     0.0299     0.0000
    41.75    60.75    2002    82.2136    22.5937     0.0000     0.0165     0.0084     0.0000
    41.75    60.75    2003    84.2727    10.1853     0.0000     0.0159     0.0073     0.0000
    41.75    60.75    2004    78.8778     8.3543     0.0000     0.0183     0.0105     0.0000
    41.75    60.75    2005    75.5255    16.4508     0.0000     0.0322     0.0251     0.0000
    41.75    60.75    2006    75.0223     7.6194     0.0000     0.0286     0.0194     0.0000
    41.75    60.75    2007    70.5867    11.0108     0.0000     0.0116     0.0046     0.0000
    41.75    60.75    2008    67.7971     5.3685     0.0000     0.0272     0.0204     0.0000
    41.75    60.75    2009    68.0592     8.3378     0.0000     0.0345     0.0281     0.0000
    41.75    60.75    2010    72.2509    10.6519     0.0000     0.0443     0.0392     0.0000
   142.25   -20.25    1980    16.6878    50.1013     1.1611     0.0578     0.0589     0.0001
   142.25   -20.25    1981    15.3044    38.3189     1.0938     0.0681     0.0697     0.0001
   142.25   -20.25    1982    14.0748    43.1484     0.9876     0.0562     0.0570     0.0001
   142.25   -20.25    1983    16.0323    40.5965     1.1178     0.0769     0.0782     0.0001
   142.25   -20.25    1984    14.5153    36.3287     1.0360     0.0774     0.0786     0.0001
   142.25   -20.25    1985    14.7583    44.8642     2.1986     0.0916     0.1001     0.0007
   142.25   -20.25    1986    18.4844    60.0089     1.7633     0.0829     0.0859     0.0002
   142.25   -20.25    1987    14.3703    43.3715     2.4522     0.0351     0.0471     0.0021
   142.25   -20.25    1988    16.6515    47.4120     3.8865     0.0550     0.0838     0.0129
   142.25   -20.25    1989    15.6620    33.3166     1.0677     0.1114     0.1134     0.0002
   142.25   -20.25    1990    11.3419    33.8119     1.1055     0.0596     0.0613     0.0001
   142.25   -20.25    1991    12.5938    39.0119     0.7301     0.0432     0.0435     0.0000
   142.25   -20.25    1992    16.8000    47.9638     2.3256     0.0670     0.0757     0.0009
   142.25   -20.25    1993    17.5591    43.0364     2.1445     0.0889     0.0996     0.0013
   142.25   -20.25    1994    12.8763    46.8595     0.6676     0.0365     0.0367     0.0000
   142.25   -20.25    1995    15.3806    43.2268     2.5828     0.0464     0.0601     0.0017
   142.25   -20.25    1996    12.9844    40.4517     1.7242     0.1002     0.1053     0.0004
   142.25   -20.25    1997    14.3101    26.9550     3.3495     0.0332     0.0650     0.0200
   142.25   -20.25    1998    11.8841    30.1531     2.5932     0.0537     0.0656     0.0115
   142.25   -20.25    1999    13.8450    29.7321     2.6970     0.0351     0.0574     0.0118
   142.25   -20.25    2000    14.3010    18.1574     3.8258     0.0163     0.0932     0.0981
   142.25   -20.25    2001     9.8922    30.7832     2.6427     0.0682     0.0855     0.0018
   142.25   -20.25    2002    13.7689    45.9024     0.7159     0.0331     0.0334     0.0000
   142.25   -20.25    2003    14.9483    44.6901     3.4271     0.0394     0.0628     0.0081
   142.25   -20.25    2004    13.3796    35.4672     3.4811     0.0424     0.0729     0.0225
   142.25   -20.25    2005    13.4045    53.1687     2.1335     0.0761     0.0814     0.0003
   142.25   -20.25    2006    10.2543    35.1229     0.8586     0.0409     0.0417     0.0001
   142.25   -20.25    2007    12.2949    27.0566     3.7849     0.0237     0.0816     0.0214
   142.25   -20.25    2008    10.0302    37.1463     1.8118     0.0566     0.0613     0.0005
   142.25   -20.25    2009    15.8760    39.0511     2.2912     0.0455     0.0551     0.0028
   142.25   -20.25    2010    15.3431    17.6665     3.8376     0.0108     0.1020     0.0880
