      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.223   0.267   0.224   0.268
    41.75    60.75    1981   0.164   0.219   0.173   0.230
    41.75    60.75    1982   0.257   0.302   0.270   0.315
    41.75    60.75    1983   0.221   0.269   0.222   0.269
    41.75    60.75    1984   0.181   0.264   0.181   0.265
    41.75    60.75    1985   0.235   0.296   0.235   0.296
    41.75    60.75    1986   0.216   0.259   0.218   0.260
    41.75    60.75    1987   0.211   0.264   0.211   0.264
    41.75    60.75    1988   0.195   0.247   0.197   0.248
    41.75    60.75    1989   0.211   0.282   0.212   0.285
    41.75    60.75    1990   0.271   0.307   0.271   0.307
    41.75    60.75    1991   0.236   0.284   0.241   0.290
    41.75    60.75    1992   0.265   0.307   0.281   0.324
    41.75    60.75    1993   0.299   0.334   0.299   0.334
    41.75    60.75    1994   0.268   0.298   0.283   0.311
    41.75    60.75    1995   0.172   0.249   0.175   0.256
    41.75    60.75    1996   0.276   0.334   0.278   0.337
    41.75    60.75    1997   0.231   0.278   0.253   0.300
    41.75    60.75    1998   0.243   0.294   0.243   0.294
    41.75    60.75    1999   0.190   0.261   0.206   0.283
    41.75    60.75    2000   0.205   0.289   0.221   0.303
    41.75    60.75    2001   0.260   0.321   0.303   0.365
    41.75    60.75    2002   0.281   0.347   0.303   0.363
    41.75    60.75    2003   0.240   0.286   0.270   0.306
    41.75    60.75    2004   0.291   0.329   0.315   0.347
    41.75    60.75    2005   0.247   0.312   0.262   0.324
    41.75    60.75    2006   0.293   0.327   0.304   0.332
    41.75    60.75    2007   0.288   0.336   0.296   0.344
    41.75    60.75    2008   0.333   0.391   0.333   0.391
    41.75    60.75    2009   0.310   0.358   0.315   0.361
    41.75    60.75    2010   0.170   0.218   0.196   0.266
   142.25   -20.25    1980   0.066   0.051   0.589   0.447
   142.25   -20.25    1981   0.077   0.058   0.513   0.387
   142.25   -20.25    1982   0.054   0.041   0.551   0.410
   142.25   -20.25    1983   0.055   0.041   0.399   0.363
   142.25   -20.25    1984   0.071   0.053   0.562   0.384
   142.25   -20.25    1985   0.059   0.044   0.423   0.404
   142.25   -20.25    1986   0.032   0.024   0.471   0.392
   142.25   -20.25    1987   0.051   0.039   0.421   0.325
   142.25   -20.25    1988   0.039   0.030   0.460   0.394
   142.25   -20.25    1989   0.084   0.069   0.399   0.311
   142.25   -20.25    1990   0.094   0.074   0.521   0.499
   142.25   -20.25    1991   0.057   0.042   0.387   0.555
   142.25   -20.25    1992   0.058   0.046   0.482   0.475
   142.25   -20.25    1993   0.088   0.069   0.581   0.400
   142.25   -20.25    1994   0.057   0.046   0.485   0.353
   142.25   -20.25    1995   0.060   0.046   0.515   0.543
   142.25   -20.25    1996   0.076   0.057   0.605   0.491
   142.25   -20.25    1997   0.095   0.074   0.579   0.596
   142.25   -20.25    1998   0.114   0.092   0.635   0.642
   142.25   -20.25    1999   0.129   0.101   0.575   0.521
   142.25   -20.25    2000   0.178   0.145   0.657   0.640
   142.25   -20.25    2001   0.148   0.120   0.709   0.757
   142.25   -20.25    2002   0.067   0.050   0.535   0.590
   142.25   -20.25    2003   0.081   0.063   0.555   0.540
   142.25   -20.25    2004   0.083   0.067   0.637   0.604
   142.25   -20.25    2005   0.063   0.054   0.513   0.625
   142.25   -20.25    2006   0.136   0.105   0.604   0.552
   142.25   -20.25    2007   0.105   0.091   0.565   0.666
   142.25   -20.25    2008   0.108   0.092   0.471   0.701
   142.25   -20.25    2009   0.172   0.146   0.632   0.711
   142.25   -20.25    2010   0.203   0.168   0.722   0.750
