      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.957   0.955   0.957   0.955
    41.75    60.75    1981   0.913   0.910   0.918   0.920
    41.75    60.75    1982   0.959   0.956   0.964   0.960
    41.75    60.75    1983   0.950   0.951   0.950   0.951
    41.75    60.75    1984   0.932   0.937   0.932   0.937
    41.75    60.75    1985   0.965   0.965   0.965   0.965
    41.75    60.75    1986   0.953   0.952   0.953   0.952
    41.75    60.75    1987   0.961   0.960   0.961   0.960
    41.75    60.75    1988   0.929   0.927   0.929   0.927
    41.75    60.75    1989   0.905   0.909   0.905   0.909
    41.75    60.75    1990   0.964   0.955   0.964   0.955
    41.75    60.75    1991   0.946   0.948   0.949   0.950
    41.75    60.75    1992   0.956   0.955   0.962   0.961
    41.75    60.75    1993   0.966   0.958   0.966   0.958
    41.75    60.75    1994   0.956   0.954   0.961   0.959
    41.75    60.75    1995   0.904   0.922   0.904   0.922
    41.75    60.75    1996   0.964   0.963   0.965   0.965
    41.75    60.75    1997   0.931   0.932   0.948   0.946
    41.75    60.75    1998   0.952   0.953   0.952   0.953
    41.75    60.75    1999   0.880   0.911   0.897   0.921
    41.75    60.75    2000   0.944   0.950   0.950   0.954
    41.75    60.75    2001   0.940   0.944   0.960   0.958
    41.75    60.75    2002   0.955   0.956   0.959   0.959
    41.75    60.75    2003   0.953   0.953   0.961   0.958
    41.75    60.75    2004   0.962   0.963   0.966   0.966
    41.75    60.75    2005   0.952   0.953   0.956   0.957
    41.75    60.75    2006   0.959   0.958   0.962   0.961
    41.75    60.75    2007   0.965   0.963   0.966   0.964
    41.75    60.75    2008   0.966   0.954   0.967   0.954
    41.75    60.75    2009   0.961   0.961   0.962   0.962
    41.75    60.75    2010   0.890   0.843   0.909   0.899
   142.25   -20.25    1980   0.478   0.465   0.676   0.606
   142.25   -20.25    1981   0.522   0.463   0.642   0.573
   142.25   -20.25    1982   0.516   0.465   0.674   0.605
   142.25   -20.25    1983   0.492   0.460   0.683   0.599
   142.25   -20.25    1984   0.515   0.457   0.722   0.579
   142.25   -20.25    1985   0.496   0.457   0.798   0.621
   142.25   -20.25    1986   0.477   0.444   0.690   0.611
   142.25   -20.25    1987   0.498   0.456   0.693   0.621
   142.25   -20.25    1988   0.473   0.459   0.746   0.659
   142.25   -20.25    1989   0.523   0.474   0.646   0.584
   142.25   -20.25    1990   0.480   0.466   0.743   0.653
   142.25   -20.25    1991   0.512   0.457   0.875   0.684
   142.25   -20.25    1992   0.488   0.453   0.721   0.645
   142.25   -20.25    1993   0.528   0.471   0.674   0.592
   142.25   -20.25    1994   0.483   0.449   0.660   0.589
   142.25   -20.25    1995   0.479   0.457   0.783   0.694
   142.25   -20.25    1996   0.487   0.470   0.725   0.638
   142.25   -20.25    1997   0.527   0.470   0.791   0.701
   142.25   -20.25    1998   0.530   0.500   0.804   0.720
   142.25   -20.25    1999   0.560   0.507   0.843   0.664
   142.25   -20.25    2000   0.546   0.515   0.784   0.684
   142.25   -20.25    2001   0.515   0.495   0.838   0.740
   142.25   -20.25    2002   0.476   0.455   0.871   0.771
   142.25   -20.25    2003   0.534   0.480   0.788   0.699
   142.25   -20.25    2004   0.505   0.471   0.763   0.678
   142.25   -20.25    2005   0.472   0.458   0.872   0.787
   142.25   -20.25    2006   0.556   0.506   0.804   0.730
   142.25   -20.25    2007   0.533   0.490   0.831   0.745
   142.25   -20.25    2008   0.518   0.466   0.944   0.726
   142.25   -20.25    2009   0.619   0.518   0.879   0.804
   142.25   -20.25    2010   0.600   0.524   0.779   0.671
