      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.151   0.184   0.151   0.184
    41.75    60.75    1981   0.114   0.159   0.116   0.163
    41.75    60.75    1982   0.182   0.213   0.188   0.218
    41.75    60.75    1983   0.157   0.200   0.157   0.200
    41.75    60.75    1984   0.130   0.186   0.130   0.186
    41.75    60.75    1985   0.167   0.211   0.167   0.211
    41.75    60.75    1986   0.151   0.191   0.151   0.193
    41.75    60.75    1987   0.145   0.186   0.145   0.186
    41.75    60.75    1988   0.132   0.171   0.132   0.171
    41.75    60.75    1989   0.141   0.183   0.141   0.183
    41.75    60.75    1990   0.182   0.206   0.182   0.206
    41.75    60.75    1991   0.173   0.209   0.175   0.211
    41.75    60.75    1992   0.201   0.241   0.209   0.247
    41.75    60.75    1993   0.206   0.241   0.206   0.241
    41.75    60.75    1994   0.190   0.216   0.197   0.221
    41.75    60.75    1995   0.120   0.152   0.120   0.152
    41.75    60.75    1996   0.201   0.243   0.201   0.245
    41.75    60.75    1997   0.167   0.200   0.176   0.208
    41.75    60.75    1998   0.167   0.210   0.167   0.210
    41.75    60.75    1999   0.135   0.186   0.138   0.191
    41.75    60.75    2000   0.152   0.213   0.157   0.220
    41.75    60.75    2001   0.194   0.242   0.220   0.265
    41.75    60.75    2002   0.203   0.249   0.209   0.254
    41.75    60.75    2003   0.182   0.223   0.195   0.233
    41.75    60.75    2004   0.216   0.249   0.228   0.257
    41.75    60.75    2005   0.181   0.239   0.184   0.243
    41.75    60.75    2006   0.207   0.241   0.211   0.244
    41.75    60.75    2007   0.214   0.261   0.218   0.265
    41.75    60.75    2008   0.236   0.270   0.236   0.270
    41.75    60.75    2009   0.222   0.269   0.223   0.270
    41.75    60.75    2010   0.126   0.165   0.133   0.190
   142.25   -20.25    1980   0.031   0.021   0.162   0.104
   142.25   -20.25    1981   0.038   0.023   0.140   0.083
   142.25   -20.25    1982   0.028   0.018   0.142   0.088
   142.25   -20.25    1983   0.022   0.015   0.129   0.072
   142.25   -20.25    1984   0.038   0.025   0.190   0.088
   142.25   -20.25    1985   0.026   0.016   0.181   0.093
   142.25   -20.25    1986   0.020   0.010   0.162   0.099
   142.25   -20.25    1987   0.027   0.017   0.147   0.093
   142.25   -20.25    1988   0.022   0.013   0.165   0.099
   142.25   -20.25    1989   0.038   0.030   0.128   0.080
   142.25   -20.25    1990   0.037   0.029   0.193   0.125
   142.25   -20.25    1991   0.035   0.022   0.182   0.150
   142.25   -20.25    1992   0.029   0.020   0.170   0.115
   142.25   -20.25    1993   0.043   0.030   0.175   0.107
   142.25   -20.25    1994   0.031   0.019   0.139   0.083
   142.25   -20.25    1995   0.031   0.019   0.206   0.152
   142.25   -20.25    1996   0.038   0.022   0.205   0.123
   142.25   -20.25    1997   0.044   0.030   0.221   0.168
   142.25   -20.25    1998   0.047   0.039   0.237   0.173
   142.25   -20.25    1999   0.053   0.041   0.239   0.133
   142.25   -20.25    2000   0.071   0.059   0.248   0.179
   142.25   -20.25    2001   0.066   0.049   0.271   0.237
   142.25   -20.25    2002   0.036   0.019   0.245   0.214
   142.25   -20.25    2003   0.042   0.031   0.227   0.158
   142.25   -20.25    2004   0.047   0.030   0.233   0.163
   142.25   -20.25    2005   0.038   0.022   0.255   0.252
   142.25   -20.25    2006   0.054   0.041   0.227   0.173
   142.25   -20.25    2007   0.060   0.042   0.255   0.245
   142.25   -20.25    2008   0.057   0.042   0.246   0.223
   142.25   -20.25    2009   0.087   0.067   0.290   0.282
   142.25   -20.25    2010   0.083   0.073   0.277   0.206
