      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.250   0.283   0.252   0.283
    41.75    60.75    1981   0.176   0.232   0.186   0.245
    41.75    60.75    1982   0.302   0.340   0.324   0.356
    41.75    60.75    1983   0.267   0.306   0.269   0.306
    41.75    60.75    1984   0.196   0.261   0.196   0.261
    41.75    60.75    1985   0.278   0.338   0.278   0.339
    41.75    60.75    1986   0.246   0.288   0.248   0.290
    41.75    60.75    1987   0.243   0.282   0.243   0.282
    41.75    60.75    1988   0.215   0.253   0.216   0.253
    41.75    60.75    1989   0.198   0.245   0.198   0.245
    41.75    60.75    1990   0.303   0.335   0.303   0.336
    41.75    60.75    1991   0.260   0.283   0.268   0.289
    41.75    60.75    1992   0.316   0.354   0.347   0.379
    41.75    60.75    1993   0.343   0.378   0.343   0.378
    41.75    60.75    1994   0.312   0.336   0.333   0.351
    41.75    60.75    1995   0.173   0.229   0.174   0.230
    41.75    60.75    1996   0.334   0.384   0.338   0.391
    41.75    60.75    1997   0.254   0.292   0.284   0.313
    41.75    60.75    1998   0.267   0.324   0.266   0.324
    41.75    60.75    1999   0.198   0.264   0.211   0.279
    41.75    60.75    2000   0.229   0.301   0.246   0.315
    41.75    60.75    2001   0.294   0.357   0.348   0.399
    41.75    60.75    2002   0.319   0.376   0.345   0.392
    41.75    60.75    2003   0.280   0.321   0.317   0.345
    41.75    60.75    2004   0.344   0.379   0.371   0.398
    41.75    60.75    2005   0.277   0.341   0.298   0.358
    41.75    60.75    2006   0.329   0.355   0.345   0.366
    41.75    60.75    2007   0.336   0.380   0.346   0.389
    41.75    60.75    2008   0.389   0.435   0.390   0.435
    41.75    60.75    2009   0.360   0.402   0.369   0.407
    41.75    60.75    2010   0.184   0.220   0.211   0.273
   142.25   -20.25    1980   0.048   0.038   0.348   0.243
   142.25   -20.25    1981   0.055   0.044   0.294   0.211
   142.25   -20.25    1982   0.045   0.030   0.316   0.226
   142.25   -20.25    1983   0.039   0.030   0.297   0.221
   142.25   -20.25    1984   0.063   0.040   0.348   0.215
   142.25   -20.25    1985   0.040   0.031   0.352   0.245
   142.25   -20.25    1986   0.027   0.019   0.327   0.237
   142.25   -20.25    1987   0.039   0.029   0.270   0.216
   142.25   -20.25    1988   0.031   0.024   0.322   0.258
   142.25   -20.25    1989   0.066   0.052   0.250   0.189
   142.25   -20.25    1990   0.069   0.053   0.372   0.312
   142.25   -20.25    1991   0.054   0.033   0.368   0.294
   142.25   -20.25    1992   0.043   0.034   0.352   0.283
   142.25   -20.25    1993   0.070   0.051   0.353   0.245
   142.25   -20.25    1994   0.045   0.034   0.315   0.208
   142.25   -20.25    1995   0.045   0.034   0.376   0.340
   142.25   -20.25    1996   0.058   0.041   0.372   0.289
   142.25   -20.25    1997   0.076   0.053   0.412   0.351
   142.25   -20.25    1998   0.080   0.068   0.425   0.371
   142.25   -20.25    1999   0.096   0.074   0.442   0.304
   142.25   -20.25    2000   0.123   0.103   0.457   0.389
   142.25   -20.25    2001   0.113   0.086   0.514   0.445
   142.25   -20.25    2002   0.051   0.036   0.458   0.412
   142.25   -20.25    2003   0.066   0.049   0.394   0.331
   142.25   -20.25    2004   0.067   0.051   0.413   0.346
   142.25   -20.25    2005   0.053   0.041   0.444   0.425
   142.25   -20.25    2006   0.095   0.078   0.394   0.337
   142.25   -20.25    2007   0.102   0.069   0.474   0.424
   142.25   -20.25    2008   0.097   0.067   0.484   0.420
   142.25   -20.25    2009   0.149   0.108   0.500   0.455
   142.25   -20.25    2010   0.149   0.121   0.506   0.412
