      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.171   0.214   0.171   0.214
    41.75    60.75    1981   0.122   0.196   0.124   0.203
    41.75    60.75    1982   0.205   0.244   0.213   0.251
    41.75    60.75    1983   0.175   0.226   0.175   0.226
    41.75    60.75    1984   0.140   0.212   0.138   0.212
    41.75    60.75    1985   0.188   0.250   0.188   0.250
    41.75    60.75    1986   0.169   0.219   0.169   0.219
    41.75    60.75    1987   0.167   0.217   0.167   0.217
    41.75    60.75    1988   0.146   0.202   0.146   0.202
    41.75    60.75    1989   0.148   0.205   0.148   0.205
    41.75    60.75    1990   0.205   0.237   0.205   0.237
    41.75    60.75    1991   0.190   0.235   0.193   0.238
    41.75    60.75    1992   0.226   0.274   0.237   0.285
    41.75    60.75    1993   0.233   0.281   0.233   0.281
    41.75    60.75    1994   0.219   0.247   0.229   0.255
    41.75    60.75    1995   0.125   0.173   0.125   0.173
    41.75    60.75    1996   0.229   0.290   0.230   0.294
    41.75    60.75    1997   0.187   0.228   0.199   0.240
    41.75    60.75    1998   0.184   0.252   0.184   0.252
    41.75    60.75    1999   0.151   0.216   0.155   0.222
    41.75    60.75    2000   0.164   0.246   0.171   0.256
    41.75    60.75    2001   0.219   0.279   0.253   0.313
    41.75    60.75    2002   0.236   0.309   0.245   0.320
    41.75    60.75    2003   0.195   0.253   0.211   0.269
    41.75    60.75    2004   0.239   0.280   0.254   0.292
    41.75    60.75    2005   0.198   0.278   0.202   0.282
    41.75    60.75    2006   0.238   0.281   0.244   0.288
    41.75    60.75    2007   0.233   0.287   0.238   0.294
    41.75    60.75    2008   0.271   0.314   0.271   0.314
    41.75    60.75    2009   0.250   0.317   0.252   0.319
    41.75    60.75    2010   0.130   0.178   0.137   0.216
   142.25   -20.25    1980   0.028   0.019   0.147   0.094
   142.25   -20.25    1981   0.037   0.024   0.128   0.074
   142.25   -20.25    1982   0.024   0.015   0.129   0.078
   142.25   -20.25    1983   0.020   0.015   0.110   0.062
   142.25   -20.25    1984   0.037   0.021   0.182   0.079
   142.25   -20.25    1985   0.024   0.015   0.203   0.083
   142.25   -20.25    1986   0.019   0.009   0.146   0.089
   142.25   -20.25    1987   0.024   0.015   0.136   0.083
   142.25   -20.25    1988   0.017   0.012   0.154   0.087
   142.25   -20.25    1989   0.036   0.027   0.116   0.071
   142.25   -20.25    1990   0.038   0.027   0.186   0.112
   142.25   -20.25    1991   0.034   0.018   0.317   0.137
   142.25   -20.25    1992   0.026   0.019   0.163   0.103
   142.25   -20.25    1993   0.040   0.027   0.167   0.097
   142.25   -20.25    1994   0.027   0.017   0.127   0.074
   142.25   -20.25    1995   0.025   0.017   0.222   0.138
   142.25   -20.25    1996   0.031   0.020   0.190   0.112
   142.25   -20.25    1997   0.042   0.029   0.251   0.154
   142.25   -20.25    1998   0.048   0.036   0.249   0.158
   142.25   -20.25    1999   0.053   0.040   0.283   0.122
   142.25   -20.25    2000   0.074   0.055   0.271   0.164
   142.25   -20.25    2001   0.061   0.045   0.345   0.225
   142.25   -20.25    2002   0.028   0.016   0.321   0.200
   142.25   -20.25    2003   0.041   0.027   0.242   0.145
   142.25   -20.25    2004   0.038   0.028   0.239   0.151
   142.25   -20.25    2005   0.028   0.020   0.362   0.242
   142.25   -20.25    2006   0.052   0.042   0.244   0.159
   142.25   -20.25    2007   0.054   0.038   0.352   0.229
   142.25   -20.25    2008   0.056   0.039   0.363   0.206
   142.25   -20.25    2009   0.083   0.066   0.429   0.277
   142.25   -20.25    2010   0.085   0.074   0.327   0.190
