      Lon      Lat    Year        NH4        NO3        NO2         NO        N2O         N2
    41.75    60.75    1980   113.0462    17.5581     0.0000     0.0157     0.0041     0.0000
    41.75    60.75    1981   104.0900    11.9462     0.0000     0.0211     0.0104     0.0000
    41.75    60.75    1982   100.8350     0.0089     0.0000     0.0226     0.0115     0.0000
    41.75    60.75    1983    97.2938     8.1709     0.0000     0.0180     0.0082     0.0000
    41.75    60.75    1984   101.2884     7.5079     0.0000     0.0278     0.0188     0.0001
    41.75    60.75    1985    97.7354    14.3187     0.0000     0.0358     0.0259     0.0000
    41.75    60.75    1986   104.2270     6.9475     0.0000     0.0426     0.0304     0.0001
    41.75    60.75    1987   106.9552    12.3474     0.0000     0.0430     0.0338     0.0000
    41.75    60.75    1988    97.8350    14.4309     0.0000     0.0362     0.0202     0.0000
    41.75    60.75    1989    90.3076     6.5943     0.0000     0.0173     0.0087     0.0002
    41.75    60.75    1990    87.3925     9.1664     0.0000     0.0114     0.0024     0.0000
    41.75    60.75    1991    83.1542    10.2896     0.0000     0.0306     0.0223     0.0000
    41.75    60.75    1992    84.6145    26.7531     0.0159     0.0441     0.0310     0.0000
    41.75    60.75    1993    87.7779     7.7781     0.0000     0.0114     0.0027     0.0000
    41.75    60.75    1994    90.4064    13.1181     0.0000     0.0203     0.0116     0.0000
    41.75    60.75    1995    90.9263    12.0430     0.0000     0.0233     0.0152     0.0000
    41.75    60.75    1996    90.3314     8.3351     0.0000     0.0528     0.0460     0.0000
    41.75    60.75    1997    93.8923    16.6565     0.0000     0.0140     0.0044     0.0000
    41.75    60.75    1998    95.9057     6.0430     0.0000     0.0194     0.0106     0.0000
    41.75    60.75    1999    90.6285    15.2591     0.0000     0.0190     0.0103     0.0000
    41.75    60.75    2000    87.9415     9.8330     0.0000     0.0331     0.0250     0.0000
    41.75    60.75    2001    85.4770    17.3350     0.0000     0.0381     0.0307     0.0000
    41.75    60.75    2002    83.2803    21.3015     0.0000     0.0169     0.0087     0.0000
    41.75    60.75    2003    85.0118     9.7217     0.0000     0.0160     0.0073     0.0000
    41.75    60.75    2004    79.6229     8.4219     0.0000     0.0184     0.0106     0.0000
    41.75    60.75    2005    75.7236    15.6385     0.0000     0.0324     0.0254     0.0000
    41.75    60.75    2006    75.6405     7.2909     0.0000     0.0288     0.0195     0.0000
    41.75    60.75    2007    72.3786    10.8504     0.0000     0.0119     0.0047     0.0000
    41.75    60.75    2008    71.3658     5.3003     0.0000     0.0286     0.0215     0.0000
    41.75    60.75    2009    71.0293     8.0708     0.0000     0.0362     0.0295     0.0000
    41.75    60.75    2010    74.1207    10.3097     0.0000     0.0452     0.0400     0.0000
   142.25   -20.25    1980    16.7203    55.8911     1.1091     0.0646     0.0656     0.0001
   142.25   -20.25    1981    15.7658    46.0622     1.0362     0.0751     0.0763     0.0001
   142.25   -20.25    1982    17.1919    51.6010     1.0201     0.0616     0.0623     0.0001
   142.25   -20.25    1983    17.3174    50.7191     1.1047     0.0824     0.0835     0.0001
   142.25   -20.25    1984    17.2775    43.9562     0.9959     0.0824     0.0834     0.0001
   142.25   -20.25    1985    15.2475    54.7974     2.4142     0.0985     0.1055     0.0006
   142.25   -20.25    1986    18.3437    71.1870     1.6971     0.0870     0.0896     0.0002
   142.25   -20.25    1987    16.4420    52.7663     2.4280     0.0423     0.0517     0.0018
   142.25   -20.25    1988    16.7673    56.1521     5.6845     0.0748     0.1255     0.0125
   142.25   -20.25    1989    18.2484    44.4968     1.2254     0.1280     0.1296     0.0002
   142.25   -20.25    1990    13.6179    39.1387     1.0419     0.0640     0.0654     0.0001
   142.25   -20.25    1991    16.2605    46.1218     0.7952     0.0480     0.0484     0.0000
   142.25   -20.25    1992    17.1950    53.6264     2.3932     0.0737     0.0810     0.0008
   142.25   -20.25    1993    17.7570    49.6546     2.2370     0.0954     0.1040     0.0010
   142.25   -20.25    1994    16.5179    53.2144     0.8244     0.0427     0.0429     0.0000
   142.25   -20.25    1995    16.7819    49.0499     2.4823     0.0510     0.0618     0.0015
   142.25   -20.25    1996    14.5776    49.2248     1.7119     0.1006     0.1048     0.0003
   142.25   -20.25    1997    18.0931    32.8088     4.6951     0.0431     0.1038     0.0244
   142.25   -20.25    1998    13.4840    35.1704     2.6919     0.0564     0.0676     0.0089
   142.25   -20.25    1999    16.4115    36.9227     3.1288     0.0529     0.0738     0.0091
   142.25   -20.25    2000    17.0325    24.0172     5.3665     0.0193     0.1434     0.1628
   142.25   -20.25    2001    13.8477    36.1992     2.4674     0.0713     0.0862     0.0017
   142.25   -20.25    2002    16.8553    52.0464     0.8693     0.0392     0.0396     0.0000
   142.25   -20.25    2003    17.3029    50.0858     3.5561     0.0595     0.0782     0.0065
   142.25   -20.25    2004    16.4740    40.8469     3.8423     0.0619     0.0924     0.0171
   142.25   -20.25    2005    15.5592    55.2587     1.9163     0.0821     0.0865     0.0003
   142.25   -20.25    2006    15.3587    41.2567     0.9755     0.0453     0.0460     0.0001
   142.25   -20.25    2007    14.4323    31.6836     3.4432     0.0293     0.0715     0.0165
   142.25   -20.25    2008    15.0593    42.7831     1.7629     0.0510     0.0555     0.0005
   142.25   -20.25    2009    18.7130    45.7866     2.6732     0.0536     0.0642     0.0044
   142.25   -20.25    2010    17.0821    20.8661     4.8795     0.0129     0.1458     0.1212
