      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.958   0.957   0.958   0.957
    41.75    60.75    1981   0.915   0.915   0.922   0.926
    41.75    60.75    1982   0.960   0.957   0.965   0.961
    41.75    60.75    1983   0.953   0.951   0.953   0.951
    41.75    60.75    1984   0.934   0.939   0.934   0.939
    41.75    60.75    1985   0.966   0.966   0.966   0.966
    41.75    60.75    1986   0.955   0.954   0.956   0.954
    41.75    60.75    1987   0.961   0.961   0.961   0.961
    41.75    60.75    1988   0.934   0.934   0.934   0.934
    41.75    60.75    1989   0.912   0.911   0.912   0.911
    41.75    60.75    1990   0.965   0.956   0.965   0.956
    41.75    60.75    1991   0.948   0.949   0.951   0.951
    41.75    60.75    1992   0.955   0.955   0.963   0.962
    41.75    60.75    1993   0.966   0.958   0.966   0.958
    41.75    60.75    1994   0.956   0.955   0.962   0.960
    41.75    60.75    1995   0.908   0.925   0.908   0.925
    41.75    60.75    1996   0.965   0.963   0.966   0.965
    41.75    60.75    1997   0.932   0.935   0.951   0.949
    41.75    60.75    1998   0.955   0.955   0.955   0.955
    41.75    60.75    1999   0.888   0.915   0.906   0.925
    41.75    60.75    2000   0.945   0.952   0.952   0.956
    41.75    60.75    2001   0.940   0.947   0.961   0.960
    41.75    60.75    2002   0.955   0.958   0.960   0.961
    41.75    60.75    2003   0.953   0.953   0.962   0.959
    41.75    60.75    2004   0.963   0.963   0.967   0.966
    41.75    60.75    2005   0.951   0.954   0.958   0.958
    41.75    60.75    2006   0.959   0.959   0.963   0.962
    41.75    60.75    2007   0.965   0.963   0.966   0.965
    41.75    60.75    2008   0.967   0.954   0.967   0.955
    41.75    60.75    2009   0.962   0.961   0.963   0.962
    41.75    60.75    2010   0.891   0.851   0.914   0.907
   142.25   -20.25    1980   0.502   0.467   0.740   0.622
   142.25   -20.25    1981   0.515   0.470   0.674   0.587
   142.25   -20.25    1982   0.510   0.474   0.727   0.620
   142.25   -20.25    1983   0.489   0.463   0.752   0.616
   142.25   -20.25    1984   0.508   0.471   0.782   0.593
   142.25   -20.25    1985   0.492   0.462   0.863   0.639
   142.25   -20.25    1986   0.471   0.449   0.763   0.632
   142.25   -20.25    1987   0.492   0.460   0.750   0.638
   142.25   -20.25    1988   0.489   0.461   0.809   0.680
   142.25   -20.25    1989   0.523   0.484   0.692   0.599
   142.25   -20.25    1990   0.490   0.470   0.816   0.681
   142.25   -20.25    1991   0.504   0.469   0.896   0.710
   142.25   -20.25    1992   0.487   0.457   0.787   0.664
   142.25   -20.25    1993   0.525   0.479   0.734   0.607
   142.25   -20.25    1994   0.487   0.458   0.715   0.604
   142.25   -20.25    1995   0.494   0.460   0.844   0.721
   142.25   -20.25    1996   0.514   0.472   0.780   0.656
   142.25   -20.25    1997   0.521   0.488   0.854   0.730
   142.25   -20.25    1998   0.560   0.512   0.862   0.756
   142.25   -20.25    1999   0.576   0.518   0.892   0.688
   142.25   -20.25    2000   0.579   0.526   0.848   0.722
   142.25   -20.25    2001   0.549   0.502   0.884   0.805
   142.25   -20.25    2002   0.493   0.457   0.907   0.826
   142.25   -20.25    2003   0.531   0.490   0.843   0.725
   142.25   -20.25    2004   0.520   0.478   0.822   0.705
   142.25   -20.25    2005   0.497   0.461   0.904   0.837
   142.25   -20.25    2006   0.579   0.519   0.858   0.757
   142.25   -20.25    2007   0.551   0.496   0.875   0.780
   142.25   -20.25    2008   0.520   0.482   0.944   0.769
   142.25   -20.25    2009   0.616   0.532   0.908   0.840
   142.25   -20.25    2010   0.608   0.543   0.842   0.703
