      Lon      Lat    Year    TeWW    TeSW   TeWWi   TeSWi
    41.75    60.75    1980   0.240   0.300   0.242   0.301
    41.75    60.75    1981   0.175   0.246   0.190   0.273
    41.75    60.75    1982   0.265   0.320   0.287   0.342
    41.75    60.75    1983   0.248   0.314   0.249   0.315
    41.75    60.75    1984   0.192   0.309   0.192   0.311
    41.75    60.75    1985   0.261   0.337   0.262   0.339
    41.75    60.75    1986   0.228   0.294   0.230   0.297
    41.75    60.75    1987   0.225   0.293   0.225   0.293
    41.75    60.75    1988   0.215   0.282   0.218   0.283
    41.75    60.75    1989   0.222   0.320   0.224   0.325
    41.75    60.75    1990   0.291   0.328   0.292   0.329
    41.75    60.75    1991   0.256   0.327   0.263   0.338
    41.75    60.75    1992   0.291   0.351   0.314   0.383
    41.75    60.75    1993   0.322   0.375   0.322   0.375
    41.75    60.75    1994   0.287   0.326   0.310   0.348
    41.75    60.75    1995   0.172   0.265   0.175   0.273
    41.75    60.75    1996   0.306   0.375   0.308   0.382
    41.75    60.75    1997   0.244   0.303   0.275   0.336
    41.75    60.75    1998   0.268   0.340   0.268   0.341
    41.75    60.75    1999   0.207   0.290   0.227   0.322
    41.75    60.75    2000   0.225   0.327   0.246   0.355
    41.75    60.75    2001   0.274   0.356   0.343   0.421
    41.75    60.75    2002   0.297   0.377   0.330   0.414
    41.75    60.75    2003   0.261   0.326   0.301   0.364
    41.75    60.75    2004   0.313   0.375   0.351   0.409
    41.75    60.75    2005   0.267   0.364   0.286   0.382
    41.75    60.75    2006   0.319   0.368   0.338   0.389
    41.75    60.75    2007   0.323   0.406   0.333   0.422
    41.75    60.75    2008   0.360   0.423   0.360   0.423
    41.75    60.75    2009   0.340   0.405   0.347   0.411
    41.75    60.75    2010   0.178   0.240   0.206   0.321
   142.25   -20.25    1980   0.054   0.041   0.391   0.371
   142.25   -20.25    1981   0.067   0.041   0.353   0.320
   142.25   -20.25    1982   0.050   0.031   0.326   0.339
   142.25   -20.25    1983   0.038   0.032   0.242   0.273
   142.25   -20.25    1984   0.070   0.043   0.283   0.317
   142.25   -20.25    1985   0.043   0.028   0.212   0.305
   142.25   -20.25    1986   0.029   0.017   0.286   0.302
   142.25   -20.25    1987   0.045   0.030   0.304   0.272
   142.25   -20.25    1988   0.032   0.023   0.278   0.301
   142.25   -20.25    1989   0.068   0.057   0.291   0.253
   142.25   -20.25    1990   0.079   0.060   0.318   0.353
   142.25   -20.25    1991   0.062   0.034   0.136   0.269
   142.25   -20.25    1992   0.045   0.037   0.294   0.314
   142.25   -20.25    1993   0.081   0.057   0.367   0.343
   142.25   -20.25    1994   0.051   0.035   0.346   0.292
   142.25   -20.25    1995   0.050   0.036   0.276   0.334
   142.25   -20.25    1996   0.066   0.045   0.351   0.401
   142.25   -20.25    1997   0.083   0.058   0.313   0.367
   142.25   -20.25    1998   0.088   0.076   0.337   0.418
   142.25   -20.25    1999   0.106   0.084   0.310   0.409
   142.25   -20.25    2000   0.143   0.123   0.374   0.459
   142.25   -20.25    2001   0.131   0.101   0.363   0.465
   142.25   -20.25    2002   0.057   0.039   0.277   0.353
   142.25   -20.25    2003   0.072   0.052   0.289   0.343
   142.25   -20.25    2004   0.075   0.055   0.344   0.408
   142.25   -20.25    2005   0.053   0.044   0.237   0.304
   142.25   -20.25    2006   0.102   0.086   0.328   0.363
   142.25   -20.25    2007   0.111   0.078   0.282   0.348
   142.25   -20.25    2008   0.109   0.076   0.175   0.417
   142.25   -20.25    2009   0.158   0.124   0.309   0.355
   142.25   -20.25    2010   0.157   0.142   0.365   0.478
